Sample,acmLKFE.M,acmLKFE.S,acmLKAA.M,acmLKAA.S,acmLKIE.M,acmLKIE.S,acmLAFE.M,acmLAFE.S,acmLFAA.M,acmLFAA.S,acmLHPFE.M,acmLHPFE.S,acmLHPAA.M,acmLHPAA.S,acmLHPIE.M,acmLHPIE.S,acmLSPFE.M,acmLSPFE.S,acmLSPML.M,acmLSPML.S,acmLSPIE.M,acmLSPIE.S,acmLFIE.M,acmLFIE.S,acmRKFE.M,acmRKFE.S,acmRKAA.M,acmRKAA.S,acmRKIE.M,acmRKIE.S,acmRAFE.M,acmRAFE.S,acmRFAA.M,acmRFAA.S,acmRFIE.M,acmRFIE.S,acmRAIE.M,acmRAIE.S,acmLAIE.M,acmLAIE.S,acmRSHTILT.M,acmRSHTILT.S,acmRSHTILTOFF.M,acmRSHTILTOFF.S,acmRSHOBLI.M,acmRSHOBLI.S,acmRSHOBLIOFF.M,acmRSHOBLIOFF.S,acmRSHROT.M,acmRSHROT.S,acmRSHROTOFF.M,acmRSHROTOFF.S,acmLSHTILT.M,acmLSHTILT.S,acmLSHTILTOFF.M,acmLSHTILTOFF.S,acmLSHOBLI.M,acmLSHOBLI.S,acmLSHOBLIOFF.M,acmLSHOBLIOFF.S,acmLSHROT.M,acmLSHROT.S,acmLSHROTOFF.M,acmLSHROTOFF.S,acmRHPFE.M,acmRHPFE.S,acmRHPAA.M,acmRHPAA.S,acmRHPIE.M,acmRHPIE.S,acmRSPFE.M,acmRSPFE.S,acmRSPML.M,acmRSPML.S,acmRSPIE.M,acmRSPIE.S,acmRPTILT.M,acmRPTILT.S,acmRPOBLI.M,acmRPOBLI.S,acmRPROT.M,acmRPROT.S,acmLPTILT.M,acmLPTILT.S,acmLPOBLI.M,acmLPOBLI.S,acmLPROT.M,acmLPROT.S
42,8.7,0,5.6,0,-10.1,0,16.4,0,-6.1,0,-7.3,0,-1.9,0,6.2,0,-52.8,0,4.7,0,-3.8,0,2.5,0,10.7,0,7.1,0,-5.3,0,18.2,0,-14.7,0,0.6,0,-19.7,0,-9.9,0,61.2,0,17.6,0,-0.9,0,0.7,0,2.1,0,-3.7,0,58.4,0,14.8,0,4.2,0,2.6,0,3.7,0,9.5,0,-3.1,0,0.3,0,6.3,0,-54.1,0,-1.8,0,-8.7,0,7,0,1.9,0,-6.3,0,5.6,0,0,0,-0.5,0
43,8.9,0,5.6,0,-10.1,0,16.4,0,-5.7,0,-8.1,0,-2.1,0,6,0,-52.9,0,4.8,0,-4,0,2.8,0,11,0,7,0,-5.4,0,18.2,0,-14.3,0,0.7,0,-19.9,0,-9.9,0,61.3,0,17.7,0,-0.8,0,0.8,0,2.2,0,-3.6,0,58.5,0,14.9,0,4.3,0,2.7,0,3.9,0,9.6,0,-4,0,0,0,6.1,0,-54.2,0,-1.6,0,-9.1,0,6.9,0,1.9,0,-6.6,0,5.7,0,-0.1,0,-0.6,0
44,9.3,0,5.5,0,-10.1,0,16.4,0,-5.3,0,-8.8,0,-2.3,0,5.6,0,-52.9,0,5,0,-4.2,0,3.2,0,11.5,0,6.9,0,-5.4,0,18.2,0,-14,0,0.9,0,-20.1,0,-9.8,0,61.4,0,17.8,0,-0.7,0,0.9,0,2.2,0,-3.5,0,58.6,0,15,0,4.4,0,2.8,0,4,0,9.8,0,-4.7,0,-0.3,0,6,0,-54.5,0,-1.4,0,-9.4,0,6.7,0,1.8,0,-6.9,0,5.7,0,-0.2,0,-0.7,0
45,9.8,0,5.5,0,-10.2,0,16.4,0,-4.8,0,-9.5,0,-2.6,0,5.2,0,-53,0,5.3,0,-4.4,0,3.6,0,12,0,6.8,0,-5.3,0,18.2,0,-13.8,0,1.1,0,-20.2,0,-9.8,0,61.6,0,18,0,-0.7,0,1,0,2.3,0,-3.5,0,58.6,0,15,0,4.5,0,2.8,0,4.1,0,9.9,0,-5.4,0,-0.6,0,5.8,0,-54.8,0,-1.3,0,-9.8,0,6.7,0,1.7,0,-7.2,0,5.7,0,-0.3,0,-0.7,0
46,10.4,0,5.4,0,-10.2,0,16.4,0,-4.4,0,-10.2,0,-2.8,0,4.7,0,-53,0,5.5,0,-4.5,0,4,0,12.7,0,6.7,0,-5.2,0,18,0,-13.6,0,1.2,0,-20.3,0,-9.8,0,61.8,0,18.2,0,-0.6,0,1,0,2.3,0,-3.5,0,58.6,0,15,0,4.5,0,2.9,0,4.3,0,10.1,0,-6,0,-0.9,0,5.6,0,-55,0,-1.1,0,-10.1,0,6.6,0,1.7,0,-7.5,0,5.7,0,-0.5,0,-0.7,0
47,11.1,0,5.4,0,-10.3,0,16.3,0,-3.9,0,-10.9,0,-3.1,0,4.2,0,-53,0,5.7,0,-4.7,0,4.4,0,13.4,0,6.6,0,-5,0,17.8,0,-13.4,0,1.4,0,-20.4,0,-9.9,0,61.9,0,18.3,0,-0.5,0,1.1,0,2.3,0,-3.4,0,58.6,0,15,0,4.6,0,3,0,4.5,0,10.2,0,-6.5,0,-1.3,0,5.3,0,-55.2,0,-0.9,0,-10.3,0,6.6,0,1.6,0,-7.8,0,5.6,0,-0.6,0,-0.7,0
48,11.8,0,5.3,0,-10.4,0,16.2,0,-3.4,0,-11.5,0,-3.4,0,3.6,0,-53,0,5.9,0,-4.9,0,4.7,0,14.2,0,6.5,0,-4.9,0,17.3,0,-13.1,0,1.6,0,-20.4,0,-10,0,62,0,18.3,0,-0.5,0,1.2,0,2.3,0,-3.5,0,58.6,0,14.9,0,4.6,0,3,0,4.6,0,10.4,0,-7,0,-1.7,0,5.1,0,-55.3,0,-0.7,0,-10.5,0,6.6,0,1.5,0,-8.1,0,5.6,0,-0.7,0,-0.8,0
49,12.7,0,5.3,0,-10.5,0,16.1,0,-2.9,0,-12,0,-3.6,0,3.1,0,-53.1,0,6,0,-5.1,0,5,0,15.1,0,6.4,0,-4.8,0,16.8,0,-12.7,0,1.7,0,-20.3,0,-10.1,0,61.9,0,18.3,0,-0.4,0,1.2,0,2.3,0,-3.5,0,58.6,0,15,0,4.7,0,3,0,4.8,0,10.6,0,-7.5,0,-2.2,0,4.8,0,-55.3,0,-0.5,0,-10.7,0,6.5,0,1.3,0,-8.3,0,5.6,0,-0.8,0,-0.8,0
50,13.6,0,5.1,0,-10.7,0,15.8,0,-2.3,0,-12.5,0,-3.8,0,2.5,0,-53.2,0,6.2,0,-5.3,0,5.4,0,16.1,0,6.2,0,-4.7,0,16.1,0,-12.3,0,1.9,0,-20.2,0,-10.3,0,61.8,0,18.2,0,-0.3,0,1.3,0,2.3,0,-3.5,0,58.8,0,15.1,0,4.7,0,3.1,0,5,0,10.7,0,-7.8,0,-2.6,0,4.4,0,-55.2,0,-0.3,0,-10.8,0,6.5,0,1.2,0,-8.4,0,5.7,0,-0.9,0,-0.9,0
51,14.8,0,4.9,0,-10.9,0,15.5,0,-1.7,0,-12.8,0,-4.1,0,1.9,0,-53.3,0,6.3,0,-5.5,0,5.9,0,17.2,0,6,0,-4.6,0,15.3,0,-11.9,0,2.2,0,-20.1,0,-10.4,0,61.7,0,18.1,0,-0.3,0,1.3,0,2.3,0,-3.5,0,58.9,0,15.2,0,4.7,0,3.1,0,5.1,0,10.9,0,-8.1,0,-3,0,3.9,0,-55.1,0,-0.1,0,-10.9,0,6.5,0,1,0,-8.5,0,5.7,0,-1,0,-1,0
52,16.1,0,4.6,0,-11.1,0,15,0,-1,0,-13,0,-4.3,0,1.2,0,-53.3,0,6.5,0,-5.6,0,6.6,0,18.6,0,5.8,0,-4.5,0,14.3,0,-11.6,0,2.5,0,-20,0,-10.6,0,61.6,0,18,0,-0.3,0,1.4,0,2.3,0,-3.4,0,58.9,0,15.3,0,4.7,0,3.1,0,5.3,0,11,0,-8.2,0,-3.4,0,3.4,0,-55.1,0,0.1,0,-10.8,0,6.5,0,0.8,0,-8.4,0,5.7,0,-1.2,0,-1,0
53,17.7,0,4.4,0,-11.3,0,14.5,0,-0.3,0,-13.1,0,-4.6,0,0.3,0,-53.3,0,6.7,0,-5.7,0,7.3,0,20.2,0,5.6,0,-4.3,0,13.1,0,-11.3,0,2.8,0,-19.8,0,-10.7,0,61.4,0,17.8,0,-0.2,0,1.4,0,2.4,0,-3.4,0,58.9,0,15.2,0,4.7,0,3.1,0,5.4,0,11.1,0,-8.2,0,-3.7,0,2.8,0,-54.9,0,0.4,0,-10.6,0,6.5,0,0.6,0,-8.2,0,5.7,0,-1.4,0,-0.9,0
54,19.6,0,4.1,0,-11.5,0,13.8,0,0.4,0,-12.9,0,-5.1,0,-0.5,0,-53.2,0,7,0,-5.6,0,8,0,22,0,5.3,0,-4.1,0,11.8,0,-11.1,0,3.3,0,-19.5,0,-10.9,0,61.2,0,17.5,0,-0.2,0,1.4,0,2.4,0,-3.3,0,58.7,0,15.1,0,4.7,0,3.1,0,5.5,0,11.2,0,-7.9,0,-4,0,2,0,-54.7,0,0.6,0,-10.3,0,6.5,0,0.4,0,-7.9,0,5.7,0,-1.7,0,-0.8,0
55,21.9,0,3.9,0,-11.7,0,12.9,0,1,0,-12.5,0,-5.7,0,-1.4,0,-53,0,7.5,0,-5.6,0,8.5,0,24.2,0,5.1,0,-3.8,0,10.1,0,-11,0,3.7,0,-19.3,0,-11.2,0,60.9,0,17.2,0,-0.2,0,1.5,0,2.5,0,-3.3,0,58.4,0,14.8,0,4.7,0,3.1,0,5.5,0,11.3,0,-7.4,0,-4.3,0,1,0,-54.3,0,0.8,0,-9.9,0,6.6,0,0.2,0,-7.4,0,5.7,0,-2.1,0,-0.7,0
56,24.6,0,3.8,0,-11.7,0,11.9,0,1.5,0,-11.7,0,-6.5,0,-2.3,0,-52.7,0,7.9,0,-5.5,0,9,0,26.7,0,5,0,-3.4,0,8.1,0,-11,0,4.2,0,-19,0,-11.4,0,60.6,0,16.9,0,-0.2,0,1.5,0,2.6,0,-3.2,0,58.1,0,14.4,0,4.8,0,3.1,0,5.6,0,11.3,0,-6.7,0,-4.7,0,0,0,-54,0,1,0,-9.4,0,6.7,0,-0.1,0,-6.9,0,5.7,0,-2.6,0,-0.6,0
57,27.7,0,3.8,0,-11.4,0,10.6,0,1.8,0,-10.6,0,-7.4,0,-3,0,-52.3,0,8.4,0,-5.4,0,9.4,0,29.6,0,4.9,0,-2.9,0,5.7,0,-11.1,0,4.8,0,-18.6,0,-11.7,0,60.2,0,16.6,0,-0.2,0,1.5,0,2.7,0,-3.1,0,57.8,0,14.1,0,4.8,0,3.1,0,5.6,0,11.4,0,-5.7,0,-5.1,0,-0.9,0,-53.5,0,1.2,0,-8.9,0,6.8,0,-0.3,0,-6.3,0,5.8,0,-3.1,0,-0.6,0
58,31.2,0,3.9,0,-10.9,0,9,0,1.9,0,-9.2,0,-8.4,0,-3.5,0,-51.9,0,8.9,0,-5.4,0,9.6,0,32.7,0,5,0,-2.3,0,3,0,-11.4,0,5.3,0,-18.1,0,-11.9,0,59.9,0,16.3,0,-0.2,0,1.4,0,2.7,0,-3.1,0,57.5,0,13.8,0,4.8,0,3.1,0,5.6,0,11.3,0,-4.5,0,-5.7,0,-1.6,0,-53.2,0,1.4,0,-8.5,0,6.9,0,-0.6,0,-5.9,0,5.9,0,-3.5,0,-0.7,0
59,35,0,4,0,-10.2,0,7.2,0,1.8,0,-7.4,0,-9.5,0,-3.9,0,-51.5,0,9.3,0,-5.4,0,9.8,0,36,0,5.3,0,-1.6,0,0,0,-12,0,6,0,-17.7,0,-12.1,0,59.7,0,16.1,0,-0.2,0,1.4,0,2.7,0,-3.1,0,57.2,0,13.6,0,4.7,0,3.1,0,5.5,0,11.3,0,-3.1,0,-6.4,0,-2.1,0,-52.9,0,1.6,0,-8.1,0,7,0,-0.8,0,-5.6,0,6.1,0,-3.9,0,-0.8,0
60,38.9,0,4.1,0,-9.4,0,5.2,0,1.5,0,-5.5,0,-10.5,0,-4.1,0,-51.1,0,9.6,0,-5.4,0,10.1,0,39.5,0,5.6,0,-0.9,0,-3,0,-12.9,0,6.7,0,-17.5,0,-12.4,0,59.5,0,15.9,0,-0.3,0,1.4,0,2.7,0,-3.1,0,57,0,13.4,0,4.7,0,3.1,0,5.4,0,11.1,0,-1.6,0,-7.2,0,-2.2,0,-52.6,0,1.8,0,-7.9,0,7.1,0,-1.1,0,-5.3,0,6.3,0,-4.2,0,-1,0
61,42.9,0,4.2,0,-8.4,0,3.1,0,0.9,0,-3.4,0,-11.5,0,-4.2,0,-50.8,0,9.8,0,-5.3,0,10.4,0,43.1,0,6,0,-0.3,0,-5.7,0,-14.2,0,7.7,0,-17.5,0,-12.6,0,59.3,0,15.7,0,-0.3,0,1.3,0,2.6,0,-3.1,0,56.9,0,13.2,0,4.7,0,3.1,0,5.2,0,11,0,0,0,-7.9,0,-2.1,0,-52.5,0,2,0,-7.6,0,7.1,0,-1.4,0,-5.2,0,6.5,0,-4.4,0,-1.1,0
62,46.9,0,4.3,0,-7.4,0,1.2,0,-0.1,0,-1.2,0,-12.3,0,-4.1,0,-50.6,0,10,0,-5.2,0,10.8,0,46.8,0,6.4,0,0.5,0,-8.1,0,-16,0,8.8,0,-17.8,0,-13,0,59.2,0,15.5,0,-0.4,0,1.2,0,2.6,0,-3.2,0,56.8,0,13.1,0,4.7,0,3.1,0,5,0,10.8,0,1.8,0,-8.6,0,-1.8,0,-52.3,0,2.1,0,-7.4,0,7.2,0,-1.6,0,-5.1,0,6.6,0,-4.6,0,-1.3,0
63,50.8,0,4.4,0,-6.5,0,-0.4,0,-1.4,0,1,0,-13,0,-3.9,0,-50.5,0,10.1,0,-5.1,0,11.3,0,50.5,0,6.6,0,1.4,0,-9.7,0,-18.4,0,10.2,0,-18.5,0,-13.5,0,59.1,0,15.4,0,-0.5,0,1.1,0,2.4,0,-3.3,0,56.8,0,13.1,0,4.7,0,3.1,0,4.8,0,10.6,0,3.8,0,-9.2,0,-1.7,0,-52.1,0,2.3,0,-7.2,0,7.2,0,-1.9,0,-5,0,6.7,0,-4.7,0,-1.4,0
64,54.5,0,4.4,0,-5.6,0,-1.5,0,-2.8,0,3.2,0,-13.6,0,-3.8,0,-50.4,0,10.1,0,-4.8,0,11.5,0,54.1,0,6.6,0,2.5,0,-10.6,0,-21.1,0,11.5,0,-19.6,0,-14.1,0,59.1,0,15.4,0,-0.6,0,1,0,2.3,0,-3.5,0,56.8,0,13.2,0,4.6,0,3,0,4.5,0,10.3,0,6,0,-9.7,0,-1.8,0,-52.1,0,2.4,0,-7,0,7.3,0,-2.1,0,-4.9,0,6.8,0,-4.8,0,-1.4,0
65,57.9,0,4.4,0,-4.8,0,-2.2,0,-4,0,5.4,0,-14,0,-3.7,0,-50.5,0,10,0,-4.5,0,11.5,0,57.5,0,6.4,0,3.6,0,-10.7,0,-24,0,12.3,0,-20.9,0,-14.7,0,59.1,0,15.4,0,-0.7,0,0.9,0,2.1,0,-3.6,0,56.9,0,13.3,0,4.6,0,2.9,0,4.3,0,10,0,8.2,0,-10.1,0,-2.1,0,-52,0,2.5,0,-6.7,0,7.4,0,-2.3,0,-4.8,0,6.8,0,-4.8,0,-1.4,0
66,60.9,0,4.3,0,-4.4,0,-2.7,0,-5,0,7.6,0,-14.4,0,-3.7,0,-50.6,0,9.8,0,-4.2,0,11.1,0,60.5,0,5.9,0,4.6,0,-10.2,0,-26.6,0,12.1,0,-22.5,0,-15.4,0,59.1,0,15.5,0,-0.8,0,0.9,0,2,0,-3.8,0,57.1,0,13.4,0,4.5,0,2.8,0,4,0,9.8,0,10.4,0,-10.4,0,-2.6,0,-52,0,2.5,0,-6.4,0,7.5,0,-2.4,0,-4.7,0,6.8,0,-4.8,0,-1.3,0
67,63.6,0,4.2,0,-4.3,0,-3,0,-5.6,0,9.7,0,-14.6,0,-3.8,0,-50.7,0,9.6,0,-3.8,0,10.4,0,63.2,0,5.5,0,5.3,0,-9.1,0,-28.5,0,11.1,0,-24.2,0,-16.1,0,59.2,0,15.5,0,-0.8,0,0.8,0,1.7,0,-4,0,57.2,0,13.5,0,4.4,0,2.7,0,3.7,0,9.5,0,12.5,0,-10.5,0,-3.2,0,-52,0,2.4,0,-6.1,0,7.5,0,-2.5,0,-4.7,0,6.8,0,-4.8,0,-1.1,0
68,65.7,0,4.1,0,-4.4,0,-3.2,0,-5.9,0,11.7,0,-14.8,0,-3.9,0,-50.7,0,9.3,0,-3.3,0,9.5,0,65.4,0,5,0,5.4,0,-7.6,0,-29.6,0,9.5,0,-25.8,0,-16.7,0,59.2,0,15.5,0,-0.9,0,0.7,0,1.5,0,-4.3,0,57.2,0,13.5,0,4.2,0,2.6,0,3.5,0,9.2,0,14.6,0,-10.5,0,-3.7,0,-52,0,2.3,0,-5.8,0,7.5,0,-2.4,0,-4.6,0,6.8,0,-4.6,0,-0.8,0
69,67.4,0,4,0,-4.5,0,-3.2,0,-6.1,0,13.7,0,-14.8,0,-3.9,0,-50.6,0,8.9,0,-2.7,0,8.6,0,67.1,0,4.8,0,5.2,0,-5.8,0,-29.7,0,7.8,0,-27.1,0,-17.3,0,59.3,0,15.6,0,-1,0,0.6,0,1.3,0,-4.5,0,57.1,0,13.5,0,4.1,0,2.5,0,3.2,0,9,0,16.4,0,-10.4,0,-3.9,0,-52.1,0,2.1,0,-5.5,0,7.4,0,-2.3,0,-4.5,0,6.8,0,-4.5,0,-0.5,0
70,68.7,0,4.2,0,-4.6,0,-2.8,0,-6.3,0,15.7,0,-14.9,0,-3.8,0,-50.4,0,8.5,0,-2.1,0,7.8,0,68.3,0,4.8,0,4.5,0,-4,0,-29,0,6.3,0,-27.8,0,-17.7,0,59.4,0,15.7,0,-1.1,0,0.6,0,1,0,-4.8,0,57,0,13.4,0,3.9,0,2.3,0,2.9,0,8.7,0,18.2,0,-10.2,0,-3.9,0,-52.3,0,1.8,0,-5.2,0,7.3,0,-2.1,0,-4.4,0,6.8,0,-4.3,0,-0.1,0
71,69.7,0,4.5,0,-4.7,0,-2.2,0,-6.4,0,17.6,0,-14.8,0,-3.4,0,-50.3,0,8.1,0,-1.4,0,7.2,0,69.1,0,5,0,3.7,0,-2.1,0,-27.9,0,5.3,0,-28.2,0,-18,0,59.4,0,15.8,0,-1.1,0,0.5,0,0.7,0,-5,0,57,0,13.3,0,3.7,0,2.1,0,2.7,0,8.4,0,19.9,0,-9.9,0,-3.6,0,-52.4,0,1.4,0,-4.9,0,7.2,0,-1.9,0,-4.3,0,6.8,0,-4.1,0,0.3,0
72,70.3,0,5.1,0,-4.8,0,-1.2,0,-6.5,0,19.5,0,-14.7,0,-2.7,0,-50.2,0,7.6,0,-0.7,0,6.8,0,69.5,0,5.2,0,2.9,0,-0.4,0,-26.6,0,4.5,0,-28.2,0,-18.2,0,59.4,0,15.8,0,-1.2,0,0.4,0,0.4,0,-5.3,0,57,0,13.4,0,3.6,0,1.9,0,2.4,0,8.2,0,21.6,0,-9.5,0,-3.1,0,-52.5,0,1,0,-4.6,0,7.1,0,-1.6,0,-4.2,0,6.8,0,-3.9,0,0.7,0
73,70.7,0,5.8,0,-5,0,-0.1,0,-6.4,0,21.4,0,-14.6,0,-1.9,0,-50.3,0,7.1,0,0,0,6.6,0,69.6,0,5.5,0,2.2,0,1,0,-25.4,0,4,0,-28.1,0,-18.2,0,59.3,0,15.6,0,-1.3,0,0.3,0,0.1,0,-5.6,0,57.2,0,13.5,0,3.4,0,1.8,0,2.1,0,7.9,0,23.2,0,-9.1,0,-2.6,0,-52.4,0,0.6,0,-4.2,0,7,0,-1.4,0,-4.1,0,6.9,0,-3.7,0,1.2,0
74,70.7,0,6.7,0,-5.3,0,1.2,0,-6.2,0,23.3,0,-14.4,0,-0.9,0,-50.4,0,6.6,0,0.6,0,6.6,0,69.3,0,5.8,0,1.8,0,2.3,0,-24.4,0,3.5,0,-28,0,-18.1,0,59,0,15.4,0,-1.4,0,0.2,0,-0.2,0,-6,0,57.4,0,13.7,0,3.2,0,1.6,0,1.8,0,7.6,0,24.9,0,-8.6,0,-2.2,0,-52.2,0,0.2,0,-3.9,0,6.9,0,-1.1,0,-4.1,0,6.9,0,-3.5,0,1.7,0
75,70.4,0,7.5,0,-5.6,0,2.4,0,-6.1,0,25.2,0,-14.2,0,0,0,-50.5,0,6.2,0,1.3,0,6.7,0,68.8,0,6,0,1.6,0,3.6,0,-23.9,0,3.1,0,-27.9,0,-18,0,58.8,0,15.1,0,-1.5,0,0.2,0,-0.5,0,-6.3,0,57.6,0,13.9,0,3,0,1.4,0,1.5,0,7.3,0,26.4,0,-8.2,0,-1.9,0,-52,0,-0.2,0,-3.6,0,6.8,0,-0.9,0,-4.1,0,7,0,-3.3,0,2.1,0
76,69.9,0,8.2,0,-6.1,0,3.4,0,-6.2,0,27,0,-14,0,0.9,0,-50.7,0,5.7,0,2,0,6.7,0,67.9,0,6,0,1.6,0,4.7,0,-23.7,0,2.8,0,-28,0,-18.1,0,58.6,0,14.9,0,-1.5,0,0.1,0,-0.9,0,-6.7,0,57.8,0,14.2,0,2.8,0,1.2,0,1.3,0,7,0,27.9,0,-7.9,0,-1.8,0,-51.9,0,-0.5,0,-3.2,0,6.7,0,-0.7,0,-4,0,7,0,-3.1,0,2.5,0
77,69,0,8.7,0,-6.6,0,4.3,0,-6.4,0,28.7,0,-13.8,0,1.7,0,-50.9,0,5.3,0,2.6,0,6.6,0,66.8,0,6,0,1.6,0,5.9,0,-23.8,0,2.6,0,-28.3,0,-18.3,0,58.5,0,14.9,0,-1.6,0,0,0,-1.3,0,-7,0,58,0,14.4,0,2.7,0,1.1,0,1,0,6.8,0,29.4,0,-7.5,0,-1.8,0,-51.9,0,-0.8,0,-2.9,0,6.6,0,-0.5,0,-4,0,7,0,-2.9,0,2.9,0
78,67.8,0,9,0,-7,0,5.1,0,-6.8,0,30.4,0,-13.6,0,2.3,0,-51.1,0,4.9,0,3.2,0,6.5,0,65.4,0,5.9,0,1.7,0,6.9,0,-23.9,0,2.4,0,-28.7,0,-18.6,0,58.6,0,14.9,0,-1.7,0,-0.1,0,-1.6,0,-7.4,0,58.3,0,14.6,0,2.5,0,0.9,0,0.7,0,6.5,0,30.7,0,-7.2,0,-2,0,-52.1,0,-1.1,0,-2.5,0,6.5,0,-0.3,0,-4,0,7,0,-2.7,0,3.3,0
79,66.4,0,9.1,0,-7.6,0,5.9,0,-7.1,0,32,0,-13.4,0,2.8,0,-51.3,0,4.5,0,3.7,0,6.2,0,63.7,0,5.7,0,1.6,0,7.8,0,-24.1,0,2.3,0,-29.3,0,-19,0,58.8,0,15.1,0,-1.7,0,-0.1,0,-2,0,-7.7,0,58.5,0,14.9,0,2.3,0,0.7,0,0.5,0,6.3,0,31.9,0,-6.9,0,-2.3,0,-52.4,0,-1.4,0,-2.1,0,6.4,0,-0.2,0,-3.9,0,7.1,0,-2.6,0,3.6,0
80,64.6,0,9,0,-8.1,0,6.7,0,-7.3,0,33.5,0,-13.2,0,3.2,0,-51.6,0,4.2,0,4.2,0,6,0,61.8,0,5.4,0,1.3,0,8.6,0,-24.1,0,2.2,0,-29.9,0,-19.2,0,59,0,15.4,0,-1.8,0,-0.2,0,-2.3,0,-8.1,0,58.8,0,15.2,0,2.2,0,0.6,0,0.2,0,6,0,33.1,0,-6.7,0,-2.8,0,-52.8,0,-1.6,0,-1.7,0,6.2,0,0,0,-3.9,0,7.1,0,-2.5,0,3.9,0
81,62.5,0,8.6,0,-8.7,0,7.4,0,-7.2,0,35,0,-13,0,3.3,0,-51.8,0,4,0,4.6,0,5.9,0,59.5,0,4.9,0,1,0,9.3,0,-23.9,0,2.2,0,-30.5,0,-19.2,0,59.3,0,15.7,0,-1.9,0,-0.3,0,-2.7,0,-8.5,0,59.1,0,15.5,0,2.1,0,0.4,0,0,0,5.8,0,34.1,0,-6.5,0,-3.4,0,-53.2,0,-1.8,0,-1.4,0,6.1,0,0,0,-3.9,0,7.1,0,-2.5,0,4.1,0
82,60.1,0,7.9,0,-9.2,0,7.9,0,-7,0,36.2,0,-12.8,0,3.2,0,-52.1,0,3.7,0,5,0,5.8,0,56.9,0,4.3,0,0.7,0,9.7,0,-23.4,0,2.2,0,-31,0,-19.1,0,59.5,0,15.9,0,-2,0,-0.3,0,-3,0,-8.8,0,59.4,0,15.8,0,1.9,0,0.3,0,-0.2,0,5.6,0,34.9,0,-6.4,0,-4.2,0,-53.6,0,-1.9,0,-1,0,5.9,0,0.1,0,-3.8,0,7.2,0,-2.4,0,4.2,0
83,57.4,0,6.8,0,-9.6,0,8.3,0,-6.6,0,37.4,0,-12.6,0,2.7,0,-52.3,0,3.5,0,5.3,0,5.7,0,54.1,0,3.5,0,0.5,0,10.1,0,-22.7,0,2.4,0,-31.2,0,-18.8,0,59.5,0,15.9,0,-2.1,0,-0.4,0,-3.4,0,-9.1,0,59.6,0,16,0,1.8,0,0.2,0,-0.4,0,5.3,0,35.5,0,-6.3,0,-5.3,0,-53.8,0,-2.1,0,-0.6,0,5.8,0,0.1,0,-3.8,0,7.2,0,-2.3,0,4.4,0
84,54.4,0,5.5,0,-9.7,0,8.4,0,-6.1,0,38.3,0,-12.4,0,1.8,0,-52.5,0,3.3,0,5.6,0,5.7,0,51,0,2.5,0,0.7,0,10.2,0,-21.8,0,2.5,0,-31.1,0,-18.3,0,59.4,0,15.7,0,-2.2,0,-0.5,0,-3.7,0,-9.5,0,59.9,0,16.2,0,1.7,0,0,0,-0.6,0,5.1,0,36,0,-6.3,0,-6.6,0,-53.8,0,-2.2,0,-0.2,0,5.6,0,0.1,0,-3.7,0,7.2,0,-2.3,0,4.5,0
85,51.1,0,3.9,0,-9.5,0,8.5,0,-5.5,0,39,0,-12.1,0,0.5,0,-52.6,0,3,0,5.9,0,5.6,0,47.7,0,1.5,0,1.3,0,10.2,0,-20.8,0,2.6,0,-30.7,0,-17.7,0,59,0,15.4,0,-2.3,0,-0.6,0,-4,0,-9.8,0,60,0,16.4,0,1.6,0,-0.1,0,-0.8,0,4.9,0,36.3,0,-6.3,0,-8.1,0,-53.7,0,-2.4,0,0.2,0,5.3,0,0.1,0,-3.6,0,7.2,0,-2.2,0,4.6,0
86,47.6,0,2.3,0,-8.9,0,8.5,0,-4.9,0,39.6,0,-11.9,0,-1.1,0,-52.8,0,2.8,0,6.3,0,5.6,0,44.2,0,0.6,0,2.2,0,10,0,-19.6,0,2.8,0,-29.8,0,-16.9,0,58.7,0,15.1,0,-2.4,0,-0.7,0,-4.4,0,-10.1,0,60.2,0,16.6,0,1.4,0,-0.2,0,-1,0,4.7,0,36.5,0,-6.2,0,-9.6,0,-53.6,0,-2.5,0,0.7,0,5.1,0,0.1,0,-3.5,0,7.2,0,-2.1,0,4.8,0
87,43.7,0,0.8,0,-7.9,0,8.6,0,-4.1,0,39.9,0,-11.8,0,-2.8,0,-53,0,2.5,0,6.6,0,5.5,0,40.6,0,0,0,3.3,0,9.8,0,-18.3,0,2.9,0,-28.6,0,-15.8,0,58.6,0,14.9,0,-2.5,0,-0.9,0,-4.7,0,-10.5,0,60.4,0,16.8,0,1.3,0,-0.3,0,-1.2,0,4.5,0,36.4,0,-6.2,0,-11,0,-53.7,0,-2.7,0,1.1,0,4.8,0,0.1,0,-3.4,0,7.3,0,-2,0,5,0
88,39.7,0,-0.4,0,-6.7,0,8.6,0,-3.3,0,40.1,0,-11.7,0,-4.4,0,-53.2,0,2.4,0,6.9,0,5.6,0,37,0,-0.3,0,4.4,0,9.4,0,-17,0,3.1,0,-27.1,0,-14.4,0,58.7,0,15,0,-2.6,0,-1,0,-5,0,-10.8,0,60.6,0,17,0,1.3,0,-0.4,0,-1.4,0,4.3,0,36.2,0,-6.1,0,-11.9,0,-54.1,0,-2.9,0,1.5,0,4.6,0,0.2,0,-3.2,0,7.3,0,-2,0,5.2,0
