Sample,acmLKFE.M,acmLKFE.S,acmLKAA.M,acmLKAA.S,acmLKIE.M,acmLKIE.S,acmLAFE.M,acmLAFE.S,acmLFAA.M,acmLFAA.S,acmLHPFE.M,acmLHPFE.S,acmLHPAA.M,acmLHPAA.S,acmLHPIE.M,acmLHPIE.S,acmLSPFE.M,acmLSPFE.S,acmLSPML.M,acmLSPML.S,acmLSPIE.M,acmLSPIE.S,acmLFIE.M,acmLFIE.S,acmRKFE.M,acmRKFE.S,acmRKAA.M,acmRKAA.S,acmRKIE.M,acmRKIE.S,acmRAFE.M,acmRAFE.S,acmRFAA.M,acmRFAA.S,acmRFIE.M,acmRFIE.S,acmRAIE.M,acmRAIE.S,acmLAIE.M,acmLAIE.S,acmRSHTILT.M,acmRSHTILT.S,acmRSHTILTOFF.M,acmRSHTILTOFF.S,acmRSHOBLI.M,acmRSHOBLI.S,acmRSHOBLIOFF.M,acmRSHOBLIOFF.S,acmRSHROT.M,acmRSHROT.S,acmRSHROTOFF.M,acmRSHROTOFF.S,acmLSHTILT.M,acmLSHTILT.S,acmLSHTILTOFF.M,acmLSHTILTOFF.S,acmLSHOBLI.M,acmLSHOBLI.S,acmLSHOBLIOFF.M,acmLSHOBLIOFF.S,acmLSHROT.M,acmLSHROT.S,acmLSHROTOFF.M,acmLSHROTOFF.S,acmRHPFE.M,acmRHPFE.S,acmRHPAA.M,acmRHPAA.S,acmRHPIE.M,acmRHPIE.S,acmRSPFE.M,acmRSPFE.S,acmRSPML.M,acmRSPML.S,acmRSPIE.M,acmRSPIE.S,acmRPTILT.M,acmRPTILT.S,acmRPOBLI.M,acmRPOBLI.S,acmRPROT.M,acmRPROT.S,acmLPTILT.M,acmLPTILT.S,acmLPOBLI.M,acmLPOBLI.S,acmLPROT.M,acmLPROT.S
10,24.5,0,2.1,0,-1.1,0,3.9,0,-8.6,0,28.8,0,-4.6,0,-1.4,0,-49.4,0,-0.4,0,5.9,0,5.2,0,29.8,0,2.5,0,6.7,0,8.4,0,-11.3,0,6.8,0,-8,0,-8.5,0,52.7,0,9.1,0,-6.1,0,-4.5,0,-5.4,0,-11.2,0,54.8,0,11.1,0,0.2,0,-1.4,0,-2.8,0,3,0,28.9,0,0.6,0,-4,0,-48.7,0,-11,0,2.7,0,4.2,0,4.7,0,-2,0,5.4,0,0,0,3.1,0
11,24.5,0,2.3,0,-1.7,0,4.4,0,-8.6,0,28.1,0,-4,0,-0.9,0,-49.2,0,-0.8,0,6,0,4.8,0,29.6,0,2.9,0,6.2,0,8.9,0,-11.3,0,6.5,0,-7.9,0,-8.4,0,52.8,0,9.1,0,-6.1,0,-4.5,0,-5.4,0,-11.2,0,54.8,0,11.1,0,0.1,0,-1.5,0,-2.9,0,2.9,0,28.1,0,1,0,-3.5,0,-48.7,0,-11.3,0,2.8,0,4.3,0,5,0,-1.8,0,5.6,0,0.3,0,3.2,0
12,24.4,0,2.6,0,-2.6,0,5,0,-8.4,0,27.3,0,-3.4,0,-0.3,0,-49.1,0,-1.2,0,6.1,0,4.5,0,29.1,0,3.2,0,5.4,0,9.3,0,-11.2,0,6.2,0,-7.8,0,-8.4,0,52.9,0,9.2,0,-6,0,-4.4,0,-5.3,0,-11.1,0,54.8,0,11.1,0,0.1,0,-1.5,0,-3,0,2.8,0,27.1,0,1.4,0,-2.8,0,-48.7,0,-11.5,0,2.9,0,4.4,0,5.2,0,-1.6,0,5.8,0,0.6,0,3.2,0
13,24,0,3,0,-3.7,0,5.6,0,-8.1,0,26.5,0,-2.9,0,0.2,0,-48.9,0,-1.5,0,6.2,0,4.2,0,28.6,0,3.6,0,4.4,0,9.7,0,-11.1,0,6,0,-7.7,0,-8.4,0,53.1,0,9.4,0,-6,0,-4.4,0,-5.2,0,-11,0,54.8,0,11.1,0,0.1,0,-1.6,0,-3,0,2.8,0,26.2,0,1.7,0,-2.1,0,-48.8,0,-11.6,0,3,0,4.5,0,5.3,0,-1.3,0,5.9,0,0.9,0,3.3,0
14,23.6,0,3.3,0,-4.8,0,6.1,0,-7.7,0,25.6,0,-2.5,0,0.7,0,-48.9,0,-1.8,0,6.2,0,3.9,0,27.9,0,3.9,0,3.6,0,10,0,-11.1,0,5.7,0,-7.6,0,-8.5,0,53.2,0,9.6,0,-5.9,0,-4.3,0,-5,0,-10.8,0,54.8,0,11.1,0,0.1,0,-1.6,0,-3,0,2.8,0,25.2,0,2,0,-1.2,0,-48.9,0,-11.6,0,3,0,4.6,0,5.4,0,-1.1,0,6.1,0,1.2,0,3.4,0
15,23.1,0,3.5,0,-5.6,0,6.7,0,-7.4,0,24.6,0,-2.2,0,1.1,0,-48.9,0,-1.9,0,6.2,0,3.5,0,27.2,0,4.2,0,2.8,0,10.4,0,-11.1,0,5.4,0,-7.5,0,-8.5,0,53.4,0,9.8,0,-5.8,0,-4.2,0,-4.9,0,-10.6,0,54.8,0,11.2,0,0.1,0,-1.5,0,-2.9,0,2.8,0,24.2,0,2.2,0,-0.4,0,-49,0,-11.5,0,3,0,4.8,0,5.4,0,-1,0,6.1,0,1.3,0,3.4,0
16,22.6,0,3.7,0,-6.2,0,7.2,0,-7.3,0,23.6,0,-1.9,0,1.5,0,-48.9,0,-2,0,6.1,0,3.3,0,26.5,0,4.4,0,2.2,0,10.8,0,-11.2,0,5.2,0,-7.4,0,-8.6,0,53.6,0,10,0,-5.8,0,-4.1,0,-4.7,0,-10.4,0,54.8,0,11.2,0,0.1,0,-1.5,0,-2.9,0,2.9,0,23.2,0,2.3,0,0.4,0,-49,0,-11.4,0,2.9,0,4.9,0,5.4,0,-0.8,0,6.1,0,1.4,0,3.4,0
17,22.1,0,3.9,0,-6.4,0,7.8,0,-7.5,0,22.5,0,-1.7,0,1.9,0,-49,0,-1.9,0,6,0,3.1,0,25.8,0,4.6,0,1.8,0,11.2,0,-11.3,0,5,0,-7.4,0,-8.6,0,53.7,0,10.1,0,-5.7,0,-4,0,-4.5,0,-10.3,0,55,0,11.3,0,0.2,0,-1.5,0,-2.8,0,2.9,0,22.2,0,2.4,0,0.9,0,-49,0,-11.2,0,2.8,0,5,0,5.2,0,-0.7,0,6.2,0,1.4,0,3.3,0
18,21.6,0,4,0,-6.4,0,8.4,0,-7.8,0,21.5,0,-1.5,0,2.4,0,-49.1,0,-1.7,0,5.7,0,2.9,0,25,0,4.6,0,1.6,0,11.6,0,-11.4,0,4.8,0,-7.3,0,-8.6,0,53.9,0,10.2,0,-5.6,0,-3.9,0,-4.3,0,-10,0,55.1,0,11.4,0,0.2,0,-1.4,0,-2.8,0,3,0,21.2,0,2.4,0,1.4,0,-48.9,0,-10.9,0,2.6,0,5.2,0,5,0,-0.7,0,6.1,0,1.3,0,3.1,0
19,21,0,4,0,-6.4,0,9,0,-8,0,20.4,0,-1.5,0,2.8,0,-49.1,0,-1.4,0,5.5,0,2.7,0,24.3,0,4.5,0,1.5,0,12,0,-11.4,0,4.5,0,-7.3,0,-8.6,0,53.9,0,10.3,0,-5.5,0,-3.8,0,-4,0,-9.8,0,55.1,0,11.5,0,0.3,0,-1.3,0,-2.7,0,3.1,0,20.2,0,2.3,0,1.7,0,-48.8,0,-10.5,0,2.3,0,5.3,0,4.8,0,-0.7,0,6.1,0,1.2,0,2.9,0
20,20.5,0,4.1,0,-6.5,0,9.5,0,-7.9,0,19.4,0,-1.5,0,3,0,-49.1,0,-1,0,5.1,0,2.6,0,23.6,0,4.5,0,1.5,0,12.3,0,-11.4,0,4.3,0,-7.3,0,-8.7,0,54,0,10.4,0,-5.3,0,-3.7,0,-3.7,0,-9.5,0,55.1,0,11.5,0,0.5,0,-1.1,0,-2.5,0,3.3,0,19.3,0,2.2,0,2,0,-48.7,0,-10.2,0,1.9,0,5.5,0,4.6,0,-0.9,0,6.1,0,1,0,2.7,0
21,19.9,0,4.1,0,-6.7,0,9.9,0,-7.7,0,18.3,0,-1.6,0,3.2,0,-49,0,-0.6,0,4.7,0,2.5,0,22.9,0,4.4,0,1.4,0,12.6,0,-11.2,0,4.1,0,-7.3,0,-8.8,0,54.1,0,10.4,0,-5.2,0,-3.6,0,-3.4,0,-9.2,0,55.1,0,11.4,0,0.6,0,-1,0,-2.3,0,3.4,0,18.4,0,2.1,0,2.3,0,-48.6,0,-9.7,0,1.4,0,5.6,0,4.3,0,-1.1,0,6.1,0,0.7,0,2.4,0
22,19.3,0,4.1,0,-7,0,10.3,0,-7.3,0,17.3,0,-1.7,0,3.3,0,-48.9,0,-0.1,0,4.3,0,2.3,0,22.2,0,4.4,0,1.1,0,12.9,0,-10.9,0,3.8,0,-7.3,0,-8.9,0,54.2,0,10.5,0,-5.1,0,-3.5,0,-3.2,0,-8.9,0,55,0,11.4,0,0.8,0,-0.8,0,-2.2,0,3.6,0,17.5,0,2,0,2.6,0,-48.5,0,-9.3,0,0.8,0,5.8,0,4.1,0,-1.4,0,6.1,0,0.5,0,2.1,0
23,18.7,0,4.1,0,-7.2,0,10.6,0,-6.9,0,16.2,0,-1.8,0,3.3,0,-48.9,0,0.3,0,3.8,0,2.2,0,21.5,0,4.4,0,0.9,0,13.1,0,-10.5,0,3.6,0,-7.3,0,-9,0,54.3,0,10.6,0,-4.9,0,-3.3,0,-2.9,0,-8.7,0,55,0,11.4,0,1,0,-0.7,0,-1.9,0,3.8,0,16.5,0,1.9,0,3,0,-48.4,0,-8.8,0,0.2,0,5.9,0,3.9,0,-1.8,0,6.1,0,0.2,0,1.8,0
24,18.1,0,4.1,0,-7.4,0,10.9,0,-6.6,0,15.1,0,-2,0,3.4,0,-49,0,0.8,0,3.3,0,2.1,0,20.8,0,4.4,0,0.6,0,13.3,0,-10.2,0,3.5,0,-7.3,0,-9.1,0,54.4,0,10.8,0,-4.7,0,-3.1,0,-2.6,0,-8.4,0,55,0,11.4,0,1.1,0,-0.5,0,-1.7,0,4.1,0,15.6,0,1.7,0,3.4,0,-48.4,0,-8.4,0,-0.4,0,6,0,3.6,0,-2.2,0,6,0,0,0,1.5,0
25,17.4,0,4.1,0,-7.4,0,11.3,0,-6.4,0,13.9,0,-2.1,0,3.5,0,-49.1,0,1.2,0,2.8,0,2,0,20.1,0,4.3,0,0.4,0,13.5,0,-10,0,3.3,0,-7.3,0,-9.1,0,54.5,0,10.9,0,-4.6,0,-2.9,0,-2.4,0,-8.2,0,55.1,0,11.5,0,1.3,0,-0.3,0,-1.5,0,4.3,0,14.7,0,1.6,0,3.8,0,-48.4,0,-7.9,0,-1,0,6.1,0,3.4,0,-2.6,0,6,0,-0.2,0,1.2,0
26,16.8,0,4.2,0,-7.5,0,11.6,0,-6.4,0,12.7,0,-2.3,0,3.8,0,-49.3,0,1.6,0,2.3,0,1.9,0,19.5,0,4.3,0,0.4,0,13.8,0,-9.9,0,3.2,0,-7.4,0,-9.2,0,54.7,0,11.1,0,-4.4,0,-2.7,0,-2.2,0,-8,0,55.2,0,11.5,0,1.5,0,-0.1,0,-1.2,0,4.6,0,13.8,0,1.4,0,4.3,0,-48.4,0,-7.5,0,-1.6,0,6.2,0,3.2,0,-3,0,5.9,0,-0.4,0,1,0
27,16.1,0,4.4,0,-7.7,0,12,0,-6.5,0,11.5,0,-2.4,0,4.2,0,-49.4,0,2,0,1.9,0,1.8,0,19,0,4.3,0,0.5,0,14.1,0,-10,0,3.1,0,-7.4,0,-9.3,0,54.9,0,11.2,0,-4.2,0,-2.5,0,-2.1,0,-7.8,0,55.2,0,11.6,0,1.7,0,0.1,0,-0.9,0,4.8,0,12.8,0,1.3,0,4.7,0,-48.5,0,-7.1,0,-2.1,0,6.2,0,3.1,0,-3.3,0,5.8,0,-0.5,0,0.7,0
28,15.4,0,4.6,0,-7.9,0,12.3,0,-6.6,0,10.3,0,-2.6,0,4.8,0,-49.7,0,2.4,0,1.4,0,1.6,0,18.4,0,4.3,0,0.6,0,14.4,0,-10.2,0,3,0,-7.4,0,-9.3,0,55.1,0,11.4,0,-4,0,-2.4,0,-1.9,0,-7.7,0,55.3,0,11.7,0,1.8,0,0.2,0,-0.7,0,5.1,0,11.9,0,1.2,0,5.1,0,-48.6,0,-6.7,0,-2.5,0,6.3,0,2.9,0,-3.7,0,5.6,0,-0.7,0,0.5,0
29,14.7,0,4.8,0,-8.2,0,12.6,0,-6.7,0,9.1,0,-2.8,0,5.3,0,-49.9,0,2.7,0,1,0,1.4,0,17.9,0,4.3,0,0.6,0,14.8,0,-10.4,0,2.9,0,-7.5,0,-9.4,0,55.3,0,11.6,0,-3.8,0,-2.2,0,-1.8,0,-7.5,0,55.4,0,11.8,0,2,0,0.4,0,-0.4,0,5.4,0,11,0,1,0,5.6,0,-48.8,0,-6.3,0,-2.9,0,6.4,0,2.8,0,-4,0,5.5,0,-0.8,0,0.4,0
30,14.1,0,5,0,-8.5,0,13,0,-6.8,0,7.8,0,-2.9,0,5.8,0,-50.1,0,3,0,0.7,0,1.3,0,17.4,0,4.4,0,0.6,0,15.2,0,-10.6,0,2.7,0,-7.5,0,-9.4,0,55.5,0,11.9,0,-3.6,0,-2,0,-1.6,0,-7.4,0,55.5,0,11.9,0,2.1,0,0.5,0,-0.1,0,5.6,0,10.1,0,0.9,0,6.1,0,-48.9,0,-6,0,-3.3,0,6.4,0,2.8,0,-4.2,0,5.4,0,-1,0,0.3,0
31,13.4,0,5.1,0,-8.8,0,13.4,0,-7,0,6.6,0,-3.1,0,6.3,0,-50.2,0,3.3,0,0.3,0,1.1,0,16.9,0,4.4,0,0.5,0,15.7,0,-10.8,0,2.5,0,-7.6,0,-9.5,0,55.7,0,12.1,0,-3.4,0,-1.8,0,-1.5,0,-7.3,0,55.6,0,12,0,2.2,0,0.6,0,0.1,0,5.9,0,9.2,0,0.8,0,6.6,0,-49.1,0,-5.8,0,-3.6,0,6.5,0,2.7,0,-4.4,0,5.3,0,-1.1,0,0.2,0
32,12.8,0,5.2,0,-9,0,13.8,0,-7.1,0,5.4,0,-3.3,0,6.7,0,-50.3,0,3.6,0,0,0,0.9,0,16.5,0,4.5,0,0.4,0,16.1,0,-11,0,2.3,0,-7.7,0,-9.5,0,56,0,12.3,0,-3.3,0,-1.6,0,-1.4,0,-7.1,0,55.6,0,11.9,0,2.3,0,0.7,0,0.4,0,6.1,0,8.4,0,0.7,0,7,0,-49.2,0,-5.5,0,-3.9,0,6.6,0,2.6,0,-4.6,0,5.2,0,-1.2,0,0.1,0
33,12.3,0,5.3,0,-9.2,0,14.2,0,-7.2,0,4.2,0,-3.4,0,7,0,-50.4,0,3.8,0,-0.2,0,0.8,0,16.2,0,4.6,0,0.4,0,16.6,0,-11.1,0,2,0,-7.9,0,-9.6,0,56.2,0,12.6,0,-3.1,0,-1.5,0,-1.2,0,-7,0,55.5,0,11.9,0,2.4,0,0.8,0,0.6,0,6.4,0,7.5,0,0.6,0,7.4,0,-49.3,0,-5.3,0,-4.2,0,6.7,0,2.6,0,-4.8,0,5.1,0,-1.4,0,0,0
34,11.8,0,5.4,0,-9.5,0,14.7,0,-7.2,0,3,0,-3.5,0,7.3,0,-50.5,0,4,0,-0.5,0,0.7,0,15.9,0,4.6,0,0.3,0,17,0,-11.3,0,1.7,0,-8,0,-9.6,0,56.4,0,12.7,0,-3,0,-1.4,0,-1.1,0,-6.9,0,55.4,0,11.8,0,2.5,0,0.9,0,0.8,0,6.6,0,6.7,0,0.5,0,7.8,0,-49.5,0,-5,0,-4.5,0,6.7,0,2.6,0,-5,0,5,0,-1.5,0,-0.1,0
35,11.4,0,5.4,0,-9.8,0,15.1,0,-7.1,0,1.8,0,-3.7,0,7.4,0,-50.6,0,4.3,0,-0.8,0,0.8,0,15.7,0,4.7,0,0.3,0,17.5,0,-11.4,0,1.5,0,-8.2,0,-9.7,0,56.5,0,12.9,0,-2.8,0,-1.2,0,-1,0,-6.7,0,55.4,0,11.7,0,2.6,0,1,0,1,0,6.8,0,5.8,0,0.3,0,8.1,0,-49.6,0,-4.8,0,-4.8,0,6.8,0,2.5,0,-5.2,0,4.8,0,-1.6,0,-0.2,0
36,10.9,0,5.4,0,-10.1,0,15.5,0,-7,0,0.6,0,-3.7,0,7.5,0,-50.8,0,4.5,0,-1.1,0,0.9,0,15.5,0,4.8,0,0.1,0,17.9,0,-11.4,0,1.3,0,-8.5,0,-9.8,0,56.6,0,13,0,-2.7,0,-1.1,0,-0.8,0,-6.6,0,55.4,0,11.8,0,2.7,0,1.1,0,1.2,0,7,0,5,0,0.2,0,8.2,0,-49.6,0,-4.7,0,-5.1,0,6.8,0,2.5,0,-5.4,0,4.6,0,-1.6,0,-0.3,0
37,10.5,0,5.4,0,-10.3,0,15.9,0,-6.8,0,-0.7,0,-3.8,0,7.4,0,-51.1,0,4.6,0,-1.4,0,1.1,0,15.3,0,4.9,0,0,0,18.2,0,-11.3,0,1.2,0,-8.7,0,-10,0,56.6,0,13,0,-2.6,0,-1,0,-0.7,0,-6.5,0,55.5,0,11.9,0,2.8,0,1.2,0,1.4,0,7.2,0,4,0,0.1,0,8.3,0,-49.7,0,-4.5,0,-5.5,0,6.7,0,2.5,0,-5.6,0,4.4,0,-1.7,0,-0.3,0
38,10.2,0,5.4,0,-10.5,0,16.2,0,-6.5,0,-1.9,0,-3.8,0,7.1,0,-51.5,0,4.7,0,-1.7,0,1.4,0,15.1,0,4.9,0,-0.3,0,18.5,0,-11,0,1.2,0,-9.1,0,-10.2,0,56.7,0,13,0,-2.5,0,-0.9,0,-0.6,0,-6.4,0,55.7,0,12,0,2.9,0,1.3,0,1.6,0,7.4,0,3,0,0,0,8.2,0,-49.9,0,-4.4,0,-5.8,0,6.6,0,2.5,0,-5.8,0,4.2,0,-1.7,0,-0.4,0
39,9.9,0,5.4,0,-10.8,0,16.4,0,-6.1,0,-3.1,0,-3.9,0,6.7,0,-51.8,0,4.8,0,-2,0,1.8,0,15,0,5,0,-0.5,0,18.8,0,-10.7,0,1.2,0,-9.5,0,-10.4,0,56.7,0,13.1,0,-2.4,0,-0.8,0,-0.6,0,-6.3,0,55.8,0,12.2,0,3,0,1.4,0,1.8,0,7.6,0,2,0,-0.2,0,8,0,-50.1,0,-4.3,0,-6,0,6.4,0,2.6,0,-6.1,0,4.1,0,-1.6,0,-0.5,0
40,9.7,0,5.4,0,-11,0,16.6,0,-5.8,0,-4.2,0,-3.9,0,6.3,0,-52.1,0,4.8,0,-2.2,0,2.1,0,14.9,0,5,0,-0.8,0,18.9,0,-10.4,0,1.3,0,-10,0,-10.6,0,56.8,0,13.1,0,-2.2,0,-0.6,0,-0.5,0,-6.3,0,56,0,12.3,0,3.1,0,1.5,0,2,0,7.8,0,0.9,0,-0.3,0,7.7,0,-50.3,0,-4.2,0,-6.3,0,6.2,0,2.6,0,-6.3,0,3.9,0,-1.6,0,-0.5,0
41,9.7,0,5.4,0,-11.2,0,16.7,0,-5.4,0,-5.2,0,-3.9,0,5.8,0,-52.4,0,4.9,0,-2.5,0,2.4,0,14.9,0,5.1,0,-1.1,0,19.1,0,-10,0,1.5,0,-10.6,0,-10.8,0,56.8,0,13.2,0,-2.1,0,-0.5,0,-0.5,0,-6.2,0,56.2,0,12.5,0,3.2,0,1.6,0,2.2,0,8,0,-0.1,0,-0.4,0,7.2,0,-50.5,0,-4.1,0,-6.5,0,6,0,2.6,0,-6.5,0,3.8,0,-1.5,0,-0.6,0
42,9.8,0,5.4,0,-11.3,0,16.7,0,-5,0,-6.1,0,-3.9,0,5.4,0,-52.7,0,4.9,0,-2.7,0,2.7,0,15,0,5,0,-1.4,0,19.1,0,-9.6,0,1.7,0,-11.1,0,-10.9,0,56.9,0,13.2,0,-2,0,-0.4,0,-0.5,0,-6.2,0,56.4,0,12.7,0,3.3,0,1.6,0,2.4,0,8.2,0,-1.1,0,-0.5,0,6.7,0,-50.8,0,-4,0,-6.6,0,5.8,0,2.7,0,-6.6,0,3.8,0,-1.4,0,-0.6,0
43,10.1,0,5.4,0,-11.4,0,16.8,0,-4.7,0,-6.8,0,-3.9,0,5.1,0,-53,0,4.9,0,-2.8,0,2.9,0,15.3,0,5,0,-1.7,0,19.1,0,-9.3,0,1.9,0,-11.5,0,-11,0,56.9,0,13.3,0,-1.8,0,-0.2,0,-0.4,0,-6.2,0,56.7,0,13,0,3.3,0,1.7,0,2.6,0,8.4,0,-2,0,-0.6,0,6.3,0,-50.9,0,-3.9,0,-6.7,0,5.7,0,2.7,0,-6.7,0,3.7,0,-1.4,0,-0.5,0
