Sample,acmLKFE.M,acmLKFE.S,acmLKAA.M,acmLKAA.S,acmLKIE.M,acmLKIE.S,acmLAFE.M,acmLAFE.S,acmLFAA.M,acmLFAA.S,acmLHPFE.M,acmLHPFE.S,acmLHPAA.M,acmLHPAA.S,acmLHPIE.M,acmLHPIE.S,acmLSPFE.M,acmLSPFE.S,acmLSPML.M,acmLSPML.S,acmLSPIE.M,acmLSPIE.S,acmLFIE.M,acmLFIE.S,acmRKFE.M,acmRKFE.S,acmRKAA.M,acmRKAA.S,acmRKIE.M,acmRKIE.S,acmRAFE.M,acmRAFE.S,acmRFAA.M,acmRFAA.S,acmRFIE.M,acmRFIE.S,acmRAIE.M,acmRAIE.S,acmLAIE.M,acmLAIE.S,acmRSHTILT.M,acmRSHTILT.S,acmRSHTILTOFF.M,acmRSHTILTOFF.S,acmRSHOBLI.M,acmRSHOBLI.S,acmRSHOBLIOFF.M,acmRSHOBLIOFF.S,acmRSHROT.M,acmRSHROT.S,acmRSHROTOFF.M,acmRSHROTOFF.S,acmLSHTILT.M,acmLSHTILT.S,acmLSHTILTOFF.M,acmLSHTILTOFF.S,acmLSHOBLI.M,acmLSHOBLI.S,acmLSHOBLIOFF.M,acmLSHOBLIOFF.S,acmLSHROT.M,acmLSHROT.S,acmLSHROTOFF.M,acmLSHROTOFF.S,acmRHPFE.M,acmRHPFE.S,acmRHPAA.M,acmRHPAA.S,acmRHPIE.M,acmRHPIE.S,acmRSPFE.M,acmRSPFE.S,acmRSPML.M,acmRSPML.S,acmRSPIE.M,acmRSPIE.S,acmRPTILT.M,acmRPTILT.S,acmRPOBLI.M,acmRPOBLI.S,acmRPROT.M,acmRPROT.S,acmLPTILT.M,acmLPTILT.S,acmLPOBLI.M,acmLPOBLI.S,acmLPROT.M,acmLPROT.S
43,10.8,0,5.9,0,-9.5,0,14.8,0,-2.7,0,-7.6,0,-3.7,0,6.6,0,NaN,NaN,NaN,NaN,NaN,NaN,5.1,0,13.7,0,5.4,0,-6.8,0,18,0,-12.7,0,1.2,0,-20.3,0,-7.1,0,64.3,0,20.7,0,-4.1,0,-2.4,0,4.7,0,-1.1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.1,0,3.1,0,2.2,0,-57.6,0,-5.5,0,-9.1,0,6.4,0,2.5,0,-3.7,0,4.7,0,-0.4,0,-2.5,0
44,11.4,0,5.8,0,-9.6,0,14.6,0,-2.1,0,-8.3,0,-3.9,0,6.2,0,NaN,NaN,NaN,NaN,NaN,NaN,5.6,0,14.1,0,5.4,0,-6.6,0,18,0,-12.4,0,1.4,0,-20.2,0,-7.3,0,64.2,0,20.5,0,-4,0,-2.4,0,4.5,0,-1.2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3,0,2.8,0,2.2,0,-57.5,0,-5.4,0,-9.4,0,6.3,0,2.4,0,-4.2,0,4.6,0,-0.5,0,-2.8,0
45,12,0,5.7,0,-9.7,0,14.3,0,-1.6,0,-9,0,-4.1,0,5.8,0,NaN,NaN,NaN,NaN,NaN,NaN,6,0,14.5,0,5.3,0,-6.4,0,17.9,0,-12.1,0,1.7,0,-20.2,0,-7.4,0,64,0,20.4,0,-3.9,0,-2.3,0,4.4,0,-1.4,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.8,0,2.4,0,2.2,0,-57.4,0,-5.2,0,-9.7,0,6.3,0,2.4,0,-4.7,0,4.5,0,-0.6,0,-3.1,0
46,12.6,0,5.6,0,-9.9,0,13.9,0,-1,0,-9.6,0,-4.4,0,5.4,0,NaN,NaN,NaN,NaN,NaN,NaN,6.5,0,15.1,0,5.3,0,-6.2,0,17.8,0,-11.8,0,1.9,0,-20.1,0,-7.5,0,63.8,0,20.2,0,-3.8,0,-2.2,0,4.2,0,-1.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.5,0,2,0,2.1,0,-57.2,0,-5,0,-9.9,0,6.2,0,2.3,0,-5,0,4.5,0,-0.7,0,-3.3,0
47,13.2,0,5.5,0,-10.1,0,13.3,0,-0.4,0,-10.2,0,-4.7,0,4.9,0,NaN,NaN,NaN,NaN,NaN,NaN,7.1,0,15.8,0,5.2,0,-6,0,17.4,0,-11.4,0,2.2,0,-20,0,-7.6,0,63.6,0,19.9,0,-3.7,0,-2.1,0,4.1,0,-1.7,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.2,0,1.6,0,1.9,0,-57,0,-4.7,0,-10.1,0,6.2,0,2.1,0,-5.4,0,4.5,0,-0.8,0,-3.4,0
48,13.8,0,5.4,0,-10.4,0,12.6,0,0.3,0,-10.8,0,-5,0,4.5,0,NaN,NaN,NaN,NaN,NaN,NaN,7.7,0,16.5,0,5.1,0,-5.9,0,16.9,0,-11,0,2.4,0,-20,0,-7.6,0,63.3,0,19.6,0,-3.6,0,-1.9,0,4,0,-1.8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.7,0,1.1,0,1.6,0,-56.7,0,-4.5,0,-10.3,0,6.3,0,2,0,-5.7,0,4.5,0,-1,0,-3.5,0
49,14.5,0,5.3,0,-10.8,0,11.8,0,1.1,0,-11.3,0,-5.3,0,4,0,NaN,NaN,NaN,NaN,NaN,NaN,8.4,0,17.3,0,5,0,-5.9,0,16.2,0,-10.6,0,2.6,0,-19.9,0,-7.5,0,62.9,0,19.3,0,-3.4,0,-1.8,0,3.9,0,-1.8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.2,0,0.6,0,1.3,0,-56.4,0,-4.2,0,-10.4,0,6.3,0,1.9,0,-5.9,0,4.6,0,-1.1,0,-3.7,0
50,15.3,0,5.2,0,-11.1,0,10.8,0,2.1,0,-11.7,0,-5.7,0,3.5,0,NaN,NaN,NaN,NaN,NaN,NaN,9.2,0,18.2,0,4.8,0,-5.8,0,15.4,0,-10.1,0,2.8,0,-19.9,0,-7.4,0,62.6,0,19,0,-3.3,0,-1.7,0,3.9,0,-1.9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.7,0,0.1,0,0.9,0,-56,0,-3.9,0,-10.6,0,6.4,0,1.7,0,-6.2,0,4.7,0,-1.2,0,-3.8,0
51,16.2,0,5,0,-11.5,0,9.6,0,3,0,-12,0,-6.1,0,3,0,NaN,NaN,NaN,NaN,NaN,NaN,10.1,0,19.2,0,4.7,0,-5.8,0,14.3,0,-9.5,0,3,0,-19.7,0,-7.1,0,62.2,0,18.6,0,-3.2,0,-1.6,0,3.9,0,-1.9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.1,0,-0.4,0,0.5,0,-55.6,0,-3.6,0,-10.8,0,6.5,0,1.6,0,-6.5,0,4.7,0,-1.4,0,-3.9,0
52,17.5,0,4.9,0,-11.8,0,8.2,0,4,0,-12.2,0,-6.6,0,2.5,0,NaN,NaN,NaN,NaN,NaN,NaN,10.8,0,20.4,0,4.5,0,-5.8,0,13,0,-8.9,0,3.2,0,-19.5,0,-6.8,0,61.9,0,18.3,0,-3.1,0,-1.5,0,3.9,0,-1.9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.3,0,-1,0,0.1,0,-55.3,0,-3.2,0,-11,0,6.5,0,1.4,0,-6.7,0,4.8,0,-1.6,0,-4,0
53,19,0,4.7,0,-11.9,0,6.6,0,5,0,-12.2,0,-7.1,0,1.9,0,NaN,NaN,NaN,NaN,NaN,NaN,11.5,0,21.8,0,4.4,0,-5.7,0,11.4,0,-8.4,0,3.4,0,-19.2,0,-6.5,0,61.6,0,18,0,-3,0,-1.3,0,3.9,0,-1.9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.5,0,-1.6,0,-0.3,0,-55.1,0,-2.8,0,-11.2,0,6.4,0,1.1,0,-6.9,0,4.7,0,-1.9,0,-4,0
54,20.9,0,4.5,0,-12,0,4.8,0,5.9,0,-12.1,0,-7.8,0,1.3,0,NaN,NaN,NaN,NaN,NaN,NaN,12.1,0,23.6,0,4.3,0,-5.4,0,9.6,0,-7.9,0,3.5,0,-18.8,0,-6.2,0,61.4,0,17.7,0,-2.9,0,-1.2,0,4,0,-1.8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.6,0,-2.4,0,-0.8,0,-55,0,-2.4,0,-11.3,0,6.3,0,0.8,0,-7,0,4.6,0,-2.3,0,-4.1,0
55,23.2,0,4.4,0,-11.9,0,2.8,0,6.7,0,-11.6,0,-8.5,0,0.5,0,NaN,NaN,NaN,NaN,NaN,NaN,12.5,0,25.8,0,4.2,0,-4.9,0,7.5,0,-7.7,0,3.8,0,-18.3,0,-5.9,0,61.1,0,17.4,0,-2.7,0,-1.1,0,4,0,-1.7,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.4,0,-3.2,0,-1.3,0,-54.9,0,-2,0,-11.3,0,6.2,0,0.4,0,-7,0,4.6,0,-2.8,0,-4,0
56,25.9,0,4.3,0,-11.6,0,0.6,0,7.2,0,-10.9,0,-9.4,0,-0.2,0,NaN,NaN,NaN,NaN,NaN,NaN,12.8,0,28.4,0,4.1,0,-4.2,0,5.1,0,-7.7,0,4.2,0,-17.7,0,-5.7,0,60.7,0,17.1,0,-2.6,0,-1,0,4.1,0,-1.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.9,0,-4.1,0,-1.8,0,-54.8,0,-1.5,0,-11.4,0,6,0,0,0,-7,0,4.5,0,-3.3,0,-4,0
57,29,0,4.2,0,-11,0,-1.7,0,7.5,0,-9.8,0,-10.3,0,-0.8,0,NaN,NaN,NaN,NaN,NaN,NaN,12.9,0,31.4,0,4.2,0,-3.3,0,2.6,0,-8.1,0,4.6,0,-17.1,0,-5.6,0,60.3,0,16.6,0,-2.5,0,-0.9,0,4.2,0,-1.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.1,0,-5,0,-2.1,0,-54.5,0,-1,0,-11.4,0,5.9,0,-0.4,0,-7,0,4.5,0,-3.8,0,-4.1,0
58,32.5,0,4.2,0,-10.3,0,-4.1,0,7.5,0,-8.4,0,-11.3,0,-1.2,0,NaN,NaN,NaN,NaN,NaN,NaN,12.9,0,34.8,0,4.3,0,-2.3,0,-0.1,0,-8.9,0,5.1,0,-16.6,0,-5.6,0,59.8,0,16.2,0,-2.4,0,-0.8,0,4.3,0,-1.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.9,0,-5.9,0,-2.2,0,-54.2,0,-0.5,0,-11.5,0,5.9,0,-0.7,0,-7.1,0,4.6,0,-4.2,0,-4.1,0
59,36.2,0,4.3,0,-9.4,0,-6.3,0,7.1,0,-6.7,0,-12.3,0,-1.4,0,NaN,NaN,NaN,NaN,NaN,NaN,12.6,0,38.5,0,4.5,0,-1.2,0,-2.6,0,-10.1,0,5.7,0,-16.4,0,-5.7,0,59.4,0,15.7,0,-2.3,0,-0.7,0,4.3,0,-1.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.4,0,-6.8,0,-2,0,-53.8,0,-0.1,0,-11.6,0,5.9,0,-1.1,0,-7.3,0,4.8,0,-4.6,0,-4.3,0
60,40.2,0,4.3,0,-8.4,0,-8.2,0,6.2,0,-4.7,0,-13.2,0,-1.3,0,NaN,NaN,NaN,NaN,NaN,NaN,12.4,0,42.5,0,4.7,0,0,0,-4.7,0,-12.1,0,6.4,0,-16.6,0,-6,0,59,0,15.4,0,-2.2,0,-0.6,0,4.3,0,-1.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.6,0,-7.5,0,-1.6,0,-53.4,0,0.3,0,-11.7,0,6,0,-1.3,0,-7.4,0,4.9,0,-5,0,-4.5,0
61,44.2,0,4.3,0,-7.2,0,-9.8,0,4.9,0,-2.6,0,-14.1,0,-1.1,0,NaN,NaN,NaN,NaN,NaN,NaN,12.2,0,46.7,0,4.9,0,1.3,0,-6.2,0,-14.7,0,7.4,0,-17.3,0,-6.6,0,58.7,0,15.1,0,-2.2,0,-0.5,0,4.2,0,-1.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4,0,-8.1,0,-1.1,0,-53.1,0,0.6,0,-11.8,0,6.1,0,-1.5,0,-7.6,0,5.1,0,-5.3,0,-4.7,0
62,48.2,0,4.2,0,-6,0,-10.8,0,3.1,0,-0.3,0,-14.8,0,-0.8,0,NaN,NaN,NaN,NaN,NaN,NaN,12,0,50.9,0,5,0,2.8,0,-6.7,0,-17.8,0,8.6,0,-18.4,0,-7.5,0,58.5,0,14.8,0,-2.1,0,-0.5,0,4.1,0,-1.7,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.6,0,-8.6,0,-0.7,0,-52.8,0,0.9,0,-11.8,0,6.2,0,-1.8,0,-7.8,0,5.2,0,-5.5,0,-5,0
63,52.1,0,4,0,-4.9,0,-11.1,0,1.1,0,2,0,-15.4,0,-0.5,0,NaN,NaN,NaN,NaN,NaN,NaN,11.8,0,55,0,4.9,0,4.3,0,-6.3,0,-21.3,0,9.8,0,-19.9,0,-8.9,0,58.3,0,14.7,0,-2,0,-0.4,0,3.9,0,-1.9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8,0,-9,0,-0.6,0,-52.6,0,1.1,0,-11.7,0,6.2,0,-1.9,0,-7.9,0,5.3,0,-5.7,0,-5.2,0
64,55.8,0,3.7,0,-4,0,-10.8,0,-1,0,4.3,0,-15.8,0,-0.3,0,NaN,NaN,NaN,NaN,NaN,NaN,11.6,0,58.9,0,4.7,0,5.7,0,-5.1,0,-24.5,0,10.5,0,-21.6,0,-10.5,0,58.2,0,14.6,0,-2,0,-0.3,0,3.7,0,-2.1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1,0,-9.3,0,-0.8,0,-52.5,0,1.3,0,-11.5,0,6.3,0,-2.1,0,-7.9,0,5.4,0,-5.9,0,-5.4,0
65,59.2,0,3.3,0,-3.4,0,-10,0,-2.7,0,6.6,0,-16.1,0,-0.2,0,NaN,NaN,NaN,NaN,NaN,NaN,11.3,0,62.3,0,4.4,0,6.5,0,-3.6,0,-26.9,0,10.2,0,-23.3,0,-12.1,0,58.1,0,14.5,0,-1.9,0,-0.3,0,3.4,0,-2.4,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3,0,-9.4,0,-1.2,0,-52.4,0,1.4,0,-11.2,0,6.3,0,-2.1,0,-7.8,0,5.5,0,-5.9,0,-5.6,0
66,62.2,0,2.8,0,-3.3,0,-8.9,0,-3.8,0,8.8,0,-16.2,0,-0.4,0,NaN,NaN,NaN,NaN,NaN,NaN,10.8,0,65,0,3.9,0,6.5,0,-2.5,0,-27.9,0,8.9,0,-24.9,0,-13.7,0,58.1,0,14.5,0,-1.9,0,-0.3,0,3.1,0,-2.7,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.4,0,-9.4,0,-2,0,-52.4,0,1.4,0,-10.7,0,6.2,0,-2.1,0,-7.7,0,5.5,0,-5.9,0,-5.6,0
67,64.6,0,2.2,0,-3.5,0,-7.6,0,-4.2,0,10.9,0,-16.2,0,-0.8,0,NaN,NaN,NaN,NaN,NaN,NaN,10.2,0,67.2,0,3.4,0,6,0,-1.6,0,-28,0,7.2,0,-26.1,0,-14.9,0,58.1,0,14.4,0,-1.9,0,-0.2,0,2.8,0,-3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.5,0,-9.3,0,-2.7,0,-52.3,0,1.2,0,-10.1,0,6.2,0,-2,0,-7.4,0,5.5,0,-5.7,0,-5.5,0
68,66.6,0,1.6,0,-3.9,0,-6.5,0,-4,0,12.9,0,-16.1,0,-1.3,0,NaN,NaN,NaN,NaN,NaN,NaN,9.6,0,68.9,0,3,0,5.1,0,-0.9,0,-27.4,0,5.4,0,-27,0,-15.7,0,58,0,14.4,0,-1.9,0,-0.3,0,2.4,0,-3.4,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.5,0,-9.1,0,-3.4,0,-52.3,0,0.9,0,-9.4,0,6.1,0,-1.8,0,-7.1,0,5.5,0,-5.5,0,-5.4,0
69,68.1,0,1.2,0,-4.3,0,-5.4,0,-3.5,0,14.8,0,-15.9,0,-1.8,0,NaN,NaN,NaN,NaN,NaN,NaN,9,0,70.2,0,2.8,0,4.2,0,-0.2,0,-26.4,0,3.9,0,-27.5,0,-16.1,0,58,0,14.3,0,-1.9,0,-0.3,0,2,0,-3.7,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.5,0,-8.7,0,-4,0,-52.1,0,0.6,0,-8.7,0,6.1,0,-1.5,0,-6.7,0,5.5,0,-5.3,0,-5.1,0
70,69.2,0,1,0,-4.5,0,-4.4,0,-3.1,0,16.7,0,-15.7,0,-2.1,0,NaN,NaN,NaN,NaN,NaN,NaN,8.5,0,71.1,0,2.8,0,3.5,0,0.7,0,-25.4,0,2.8,0,-27.7,0,-16.2,0,57.8,0,14.2,0,-1.9,0,-0.3,0,1.7,0,-4.1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,0,-8.4,0,-4.3,0,-51.9,0,0.2,0,-8,0,6.1,0,-1.3,0,-6.3,0,5.5,0,-5,0,-4.7,0
71,69.9,0,1.2,0,-4.5,0,-3.4,0,-2.8,0,18.4,0,-15.4,0,-2.2,0,NaN,NaN,NaN,NaN,NaN,NaN,8.2,0,71.7,0,2.9,0,2.9,0,1.6,0,-24.5,0,2.1,0,-27.7,0,-16.3,0,57.7,0,14.1,0,-2,0,-0.3,0,1.3,0,-4.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.3,0,-8,0,-4.4,0,-51.8,0,-0.2,0,-7.3,0,6.1,0,-1,0,-5.9,0,5.6,0,-4.7,0,-4.2,0
72,70.3,0,1.8,0,-4.5,0,-2.4,0,-2.9,0,20.1,0,-15.2,0,-1.9,0,NaN,NaN,NaN,NaN,NaN,NaN,7.9,0,71.9,0,3.2,0,2.6,0,2.7,0,-23.6,0,1.5,0,-27.5,0,-16.3,0,57.6,0,13.9,0,-2,0,-0.4,0,1,0,-4.8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.2,0,-7.7,0,-4.5,0,-51.6,0,-0.6,0,-6.6,0,6.1,0,-0.7,0,-5.5,0,5.6,0,-4.4,0,-3.6,0
73,70.4,0,2.8,0,-4.4,0,-1.2,0,-3.2,0,21.6,0,-14.9,0,-1.2,0,NaN,NaN,NaN,NaN,NaN,NaN,7.7,0,71.8,0,3.5,0,2.3,0,3.9,0,-22.8,0,1,0,-27.3,0,-16.4,0,57.4,0,13.8,0,-2.1,0,-0.4,0,0.6,0,-5.2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.9,0,-7.3,0,-4.5,0,-51.4,0,-1,0,-5.9,0,6.1,0,-0.4,0,-5.1,0,5.6,0,-4.1,0,-3.1,0
74,70.1,0,4.1,0,-4.4,0,-0.1,0,-3.7,0,23.1,0,-14.6,0,-0.4,0,NaN,NaN,NaN,NaN,NaN,NaN,7.6,0,71.3,0,3.7,0,2,0,5.1,0,-22.1,0,0.7,0,-27.2,0,-16.6,0,57.4,0,13.7,0,-2.1,0,-0.5,0,0.3,0,-5.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.7,0,-6.9,0,-4.6,0,-51.3,0,-1.4,0,-5.2,0,6.1,0,-0.1,0,-4.8,0,5.7,0,-3.8,0,-2.5,0
75,69.6,0,5.4,0,-4.5,0,1.1,0,-4.3,0,24.5,0,-14.4,0,0.6,0,NaN,NaN,NaN,NaN,NaN,NaN,7.5,0,70.5,0,4,0,1.9,0,6.2,0,-21.7,0,0.4,0,-27.2,0,-17,0,57.3,0,13.7,0,-2.2,0,-0.6,0,0,0,-5.8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.3,0,-6.6,0,-4.8,0,-51.3,0,-1.8,0,-4.6,0,6,0,0.1,0,-4.4,0,5.6,0,-3.5,0,-2,0
76,68.7,0,6.8,0,-4.9,0,2.3,0,-5,0,25.8,0,-14.1,0,1.6,0,NaN,NaN,NaN,NaN,NaN,NaN,7.3,0,69.4,0,4.2,0,1.7,0,7.2,0,-21.6,0,0.1,0,-27.4,0,-17.5,0,57.3,0,13.7,0,-2.2,0,-0.6,0,-0.3,0,-6.1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.9,0,-6.3,0,-4.9,0,-51.3,0,-2.2,0,-3.9,0,6,0,0.3,0,-4,0,5.6,0,-3.2,0,-1.5,0
77,67.5,0,8.1,0,-5.4,0,3.4,0,-5.7,0,27.1,0,-13.9,0,2.6,0,NaN,NaN,NaN,NaN,NaN,NaN,7.1,0,68,0,4.4,0,1.5,0,8.1,0,-21.7,0,-0.2,0,-27.8,0,-18.2,0,57.3,0,13.7,0,-2.3,0,-0.7,0,-0.6,0,-6.4,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.4,0,-6,0,-5,0,-51.3,0,-2.5,0,-3.3,0,6,0,0.5,0,-3.6,0,5.6,0,-3,0,-1,0
78,66,0,9.2,0,-6.1,0,4.4,0,-6.4,0,28.3,0,-13.6,0,3.5,0,NaN,NaN,NaN,NaN,NaN,NaN,6.9,0,66.3,0,4.6,0,1.3,0,8.9,0,-21.8,0,-0.4,0,-28.3,0,-19,0,57.3,0,13.7,0,-2.4,0,-0.8,0,-0.9,0,-6.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.9,0,-5.8,0,-5.1,0,-51.3,0,-2.7,0,-2.7,0,6,0,0.6,0,-3.3,0,5.5,0,-2.8,0,-0.6,0
79,64.3,0,10,0,-6.9,0,5.3,0,-7,0,29.4,0,-13.4,0,4.2,0,NaN,NaN,NaN,NaN,NaN,NaN,6.6,0,64.3,0,4.7,0,1.1,0,9.8,0,-22,0,-0.2,0,-28.7,0,-19.7,0,57.2,0,13.6,0,-2.4,0,-0.8,0,-1.1,0,-6.9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.2,0,-5.7,0,-5.3,0,-51.2,0,-2.9,0,-2.1,0,6,0,0.7,0,-3,0,5.5,0,-2.7,0,-0.3,0
80,62.2,0,10.5,0,-7.8,0,6,0,-7.4,0,30.5,0,-13.2,0,4.7,0,NaN,NaN,NaN,NaN,NaN,NaN,6.4,0,62.1,0,4.5,0,1.2,0,11,0,-22.2,0,0.5,0,-28.9,0,-20.5,0,56.3,0,12.6,0,-2.5,0,-0.9,0,-1.4,0,-7.1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.5,0,-5.5,0,-5.6,0,-50.2,0,-3,0,-1.6,0,6,0,0.7,0,-2.6,0,5.4,0,-2.5,0,0,0
81,59.8,0,10.7,0,-8.9,0,6.7,0,-7.6,0,31.5,0,-12.9,0,5,0,NaN,NaN,NaN,NaN,NaN,NaN,6.2,0,59.5,0,4.2,0,1.1,0,11.9,0,-22.1,0,1.1,0,-28.9,0,-21.1,0,54,0,10.4,0,-2.5,0,-0.9,0,-1.6,0,-7.3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.5,0,-5.5,0,-6.1,0,-48,0,-3.1,0,-1,0,6,0,0.7,0,-2.3,0,5.4,0,-2.4,0,0.3,0
82,57.2,0,10.5,0,-10.1,0,7.1,0,-7.5,0,32.4,0,-12.7,0,5,0,NaN,NaN,NaN,NaN,NaN,NaN,6.2,0,56.6,0,3.5,0,0.9,0,12.5,0,-21.5,0,1.7,0,-28.8,0,-21.6,0,51.7,0,8.1,0,-2.6,0,-1,0,-1.8,0,-7.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.4,0,-5.4,0,-7,0,-45.7,0,-3.2,0,-0.5,0,6,0,0.7,0,-1.9,0,5.3,0,-2.3,0,0.5,0
83,54.3,0,9.9,0,-11.3,0,7.4,0,-7.2,0,33.2,0,-12.4,0,4.7,0,NaN,NaN,NaN,NaN,NaN,NaN,6.3,0,53.3,0,2.6,0,0.9,0,12.7,0,-20.4,0,2.1,0,-28.3,0,-22,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.1,0,-5.4,0,-8.3,0,NaN,NaN,NaN,NaN,NaN,NaN,6,0,0.7,0,-1.5,0,5.3,0,-2.3,0,0.6,0
84,51.2,0,8.9,0,-12.3,0,7.6,0,-6.6,0,33.9,0,-12.1,0,4,0,NaN,NaN,NaN,NaN,NaN,NaN,6.5,0,49.5,0,1.6,0,0.6,0,12.2,0,-18.4,0,1.6,0,-27.8,0,-22.3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.5,0,-5.5,0,-9.8,0,NaN,NaN,NaN,NaN,NaN,NaN,5.9,0,0.6,0,-1.1,0,5.2,0,-2.2,0,0.7,0
85,47.8,0,7.6,0,-13.1,0,7.7,0,-6,0,34.4,0,-11.9,0,2.9,0,NaN,NaN,NaN,NaN,NaN,NaN,6.7,0,45.5,0,0.5,0,0.9,0,11.6,0,-16.5,0,1.2,0,-26.8,0,-22.4,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.8,0,-5.5,0,-11.5,0,NaN,NaN,NaN,NaN,NaN,NaN,5.9,0,0.6,0,-0.7,0,5.2,0,-2.2,0,0.8,0
86,44.2,0,6,0,-13.4,0,7.7,0,-5.2,0,34.8,0,-11.6,0,1.3,0,NaN,NaN,NaN,NaN,NaN,NaN,7,0,41.6,0,-0.4,0,2,0,11.3,0,-14.9,0,1.2,0,-25.2,0,-22.3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.9,0,-5.5,0,-13,0,NaN,NaN,NaN,NaN,NaN,NaN,5.8,0,0.5,0,-0.2,0,5.2,0,-2.2,0,0.9,0
