Sample,acmLKFE.M,acmLKFE.S,acmLKAA.M,acmLKAA.S,acmLKIE.M,acmLKIE.S,acmLAFE.M,acmLAFE.S,acmLFAA.M,acmLFAA.S,acmLHPFE.M,acmLHPFE.S,acmLHPAA.M,acmLHPAA.S,acmLHPIE.M,acmLHPIE.S,acmLSPFE.M,acmLSPFE.S,acmLSPML.M,acmLSPML.S,acmLSPIE.M,acmLSPIE.S,acmLFIE.M,acmLFIE.S,acmRKFE.M,acmRKFE.S,acmRKAA.M,acmRKAA.S,acmRKIE.M,acmRKIE.S,acmRAFE.M,acmRAFE.S,acmRFAA.M,acmRFAA.S,acmRFIE.M,acmRFIE.S,acmRAIE.M,acmRAIE.S,acmLAIE.M,acmLAIE.S,acmRSHTILT.M,acmRSHTILT.S,acmRSHTILTOFF.M,acmRSHTILTOFF.S,acmRSHOBLI.M,acmRSHOBLI.S,acmRSHOBLIOFF.M,acmRSHOBLIOFF.S,acmRSHROT.M,acmRSHROT.S,acmRSHROTOFF.M,acmRSHROTOFF.S,acmLSHTILT.M,acmLSHTILT.S,acmLSHTILTOFF.M,acmLSHTILTOFF.S,acmLSHOBLI.M,acmLSHOBLI.S,acmLSHOBLIOFF.M,acmLSHOBLIOFF.S,acmLSHROT.M,acmLSHROT.S,acmLSHROTOFF.M,acmLSHROTOFF.S,acmRHPFE.M,acmRHPFE.S,acmRHPAA.M,acmRHPAA.S,acmRHPIE.M,acmRHPIE.S,acmRSPFE.M,acmRSPFE.S,acmRSPML.M,acmRSPML.S,acmRSPIE.M,acmRSPIE.S,acmRPTILT.M,acmRPTILT.S,acmRPOBLI.M,acmRPOBLI.S,acmRPROT.M,acmRPROT.S,acmLPTILT.M,acmLPTILT.S,acmLPOBLI.M,acmLPOBLI.S,acmLPROT.M,acmLPROT.S
10,26.7,0,3.6,0,-1.8,0,3.8,0,-15.5,0,33.9,0,-5.1,0,-1,0,-61.1,0,-1.4,0,10.7,0,3.7,0,29.1,0,2.6,0,6.4,0,6.8,0,-18.5,0,4.6,0,-16.2,0,-11.5,0,72.6,0,29,0,-3.5,0,-1.9,0,-2.6,0,-8.4,0,70.6,0,26.9,0,0.1,0,-1.5,0,-3,0,2.8,0,34.6,0,1.1,0,-7.5,0,-63.8,0,-7.4,0,1.2,0,8.9,0,3.6,0,-0.3,0,9.6,0,-0.2,0,7.8,0
11,27,0,3.8,0,-2.4,0,4.6,0,-15.1,0,33.1,0,-4.5,0,-0.8,0,-61.1,0,-1.7,0,10.6,0,3.1,0,29.1,0,2.9,0,5.6,0,7.4,0,-18.1,0,4.1,0,-16.1,0,-11.5,0,72.2,0,28.6,0,-3.6,0,-2,0,-2.5,0,-8.3,0,70.5,0,26.9,0,0.1,0,-1.5,0,-3,0,2.8,0,33.7,0,1.5,0,-6.8,0,-63.3,0,-7.7,0,1.1,0,9,0,3.8,0,-0.2,0,9.6,0,0,0,7.7,0
12,27.2,0,4,0,-3.3,0,5.4,0,-14.4,0,32.3,0,-4,0,-0.7,0,-61.1,0,-1.9,0,10.5,0,2.5,0,29,0,3.2,0,4.6,0,7.9,0,-17.7,0,3.6,0,-16,0,-11.5,0,71.8,0,28.2,0,-3.7,0,-2.1,0,-2.5,0,-8.2,0,70.5,0,26.9,0,0.1,0,-1.5,0,-2.9,0,2.9,0,32.9,0,1.8,0,-6.1,0,-62.8,0,-7.9,0,1,0,9.1,0,3.9,0,-0.2,0,9.6,0,0.3,0,7.7,0
13,27.1,0,4.2,0,-4.4,0,6.1,0,-13.5,0,31.4,0,-3.5,0,-0.6,0,-61,0,-2.1,0,10.3,0,2,0,28.8,0,3.5,0,3.7,0,8.3,0,-17.3,0,3.2,0,-15.9,0,-11.5,0,71.5,0,27.9,0,-3.8,0,-2.2,0,-2.3,0,-8.1,0,70.4,0,26.8,0,0.1,0,-1.5,0,-2.8,0,2.9,0,32,0,2.2,0,-5.3,0,-62.4,0,-8.1,0,0.9,0,9.2,0,4,0,-0.1,0,9.7,0,0.5,0,7.7,0
14,26.9,0,4.4,0,-5.5,0,6.8,0,-12.5,0,30.5,0,-3.2,0,-0.4,0,-61,0,-2.3,0,10.1,0,1.7,0,28.5,0,3.8,0,2.9,0,8.8,0,-17.2,0,2.7,0,-15.8,0,-11.6,0,71.3,0,27.6,0,-3.9,0,-2.2,0,-2.1,0,-7.9,0,70.4,0,26.7,0,0.1,0,-1.5,0,-2.7,0,3.1,0,31,0,2.4,0,-4.4,0,-62.1,0,-8.2,0,0.8,0,9.3,0,4.1,0,-0.1,0,9.7,0,0.7,0,7.6,0
15,26.6,0,4.5,0,-6.3,0,7.4,0,-11.9,0,29.4,0,-2.9,0,-0.3,0,-61,0,-2.3,0,9.8,0,1.4,0,28.1,0,4.2,0,2.3,0,9.2,0,-17.3,0,2.3,0,-15.7,0,-11.6,0,71.1,0,27.5,0,-3.9,0,-2.3,0,-1.9,0,-7.7,0,70.4,0,26.7,0,0.1,0,-1.5,0,-2.6,0,3.2,0,30,0,2.7,0,-3.4,0,-61.8,0,-8.2,0,0.6,0,9.3,0,4.1,0,0,0,9.7,0,0.7,0,7.5,0
16,26.2,0,4.7,0,-6.6,0,8,0,-11.5,0,28.3,0,-2.6,0,-0.1,0,-61.1,0,-2.2,0,9.5,0,1.2,0,27.6,0,4.6,0,1.7,0,9.7,0,-17.6,0,2.1,0,-15.6,0,-11.7,0,71.1,0,27.5,0,-3.9,0,-2.3,0,-1.7,0,-7.5,0,70.4,0,26.8,0,0.1,0,-1.5,0,-2.4,0,3.3,0,28.9,0,2.9,0,-2.4,0,-61.8,0,-8.2,0,0.4,0,9.4,0,4.2,0,0,0,9.6,0,0.7,0,7.3,0
17,25.7,0,4.7,0,-6.7,0,8.7,0,-11.5,0,27.2,0,-2.4,0,0.1,0,-61.2,0,-2,0,9.1,0,1,0,27,0,5,0,1.2,0,10.3,0,-17.9,0,2,0,-15.5,0,-11.7,0,71.3,0,27.6,0,-3.9,0,-2.2,0,-1.5,0,-7.2,0,70.5,0,26.9,0,0.1,0,-1.5,0,-2.3,0,3.5,0,27.8,0,3.2,0,-1.3,0,-61.9,0,-8.1,0,0.1,0,9.4,0,4.2,0,0,0,9.6,0,0.7,0,7,0
18,25.2,0,4.7,0,-6.6,0,9.3,0,-11.8,0,26,0,-2.3,0,0.4,0,-61.3,0,-1.8,0,8.6,0,0.8,0,26.5,0,5.3,0,0.7,0,10.8,0,-18.2,0,1.9,0,-15.5,0,-11.8,0,71.5,0,27.9,0,-3.8,0,-2.2,0,-1.2,0,-7,0,70.6,0,27,0,0.2,0,-1.4,0,-2.1,0,3.7,0,26.6,0,3.4,0,-0.2,0,-62.2,0,-8,0,-0.2,0,9.3,0,4.1,0,-0.1,0,9.5,0,0.5,0,6.7,0
19,24.6,0,4.7,0,-6.6,0,9.8,0,-12,0,24.9,0,-2.1,0,0.9,0,-61.3,0,-1.5,0,8.2,0,0.6,0,25.9,0,5.5,0,0.3,0,11.4,0,-18.4,0,1.9,0,-15.5,0,-11.9,0,71.8,0,28.1,0,-3.7,0,-2.1,0,-0.9,0,-6.7,0,70.7,0,27,0,0.2,0,-1.4,0,-2,0,3.8,0,25.5,0,3.5,0,0.7,0,-62.5,0,-7.8,0,-0.6,0,9.3,0,4.1,0,-0.3,0,9.5,0,0.4,0,6.4,0
20,23.9,0,4.6,0,-6.8,0,10.3,0,-12.1,0,23.7,0,-2,0,1.4,0,-61.2,0,-1.1,0,7.8,0,0.4,0,25.3,0,5.6,0,-0.2,0,11.8,0,-18.5,0,1.8,0,-15.5,0,-12,0,71.9,0,28.3,0,-3.7,0,-2,0,-0.7,0,-6.5,0,70.6,0,27,0,0.3,0,-1.3,0,-1.8,0,4,0,24.3,0,3.7,0,1.6,0,-62.7,0,-7.6,0,-1.1,0,9.2,0,4,0,-0.6,0,9.5,0,0.1,0,6,0
21,23.1,0,4.6,0,-7.2,0,10.8,0,-12,0,22.5,0,-1.9,0,1.8,0,-61.1,0,-0.8,0,7.4,0,0.2,0,24.6,0,5.7,0,-0.6,0,12.2,0,-18.5,0,1.7,0,-15.6,0,-12.1,0,72,0,28.3,0,-3.6,0,-1.9,0,-0.4,0,-6.2,0,70.5,0,26.9,0,0.4,0,-1.3,0,-1.7,0,4.1,0,23.1,0,3.8,0,2.3,0,-62.7,0,-7.3,0,-1.6,0,9.1,0,3.9,0,-0.9,0,9.5,0,-0.1,0,5.7,0
22,22.2,0,4.6,0,-7.7,0,11.1,0,-11.7,0,21.3,0,-1.9,0,2.2,0,-61,0,-0.4,0,7,0,0,0,23.9,0,5.7,0,-0.9,0,12.5,0,-18.3,0,1.5,0,-15.7,0,-12.3,0,71.9,0,28.3,0,-3.5,0,-1.8,0,-0.2,0,-6,0,70.5,0,26.9,0,0.4,0,-1.2,0,-1.5,0,4.2,0,22,0,3.9,0,2.8,0,-62.7,0,-7,0,-2.2,0,9.1,0,3.8,0,-1.2,0,9.5,0,-0.3,0,5.4,0
23,21.3,0,4.6,0,-8.1,0,11.5,0,-11.4,0,20.1,0,-2,0,2.5,0,-61,0,0,0,6.6,0,-0.1,0,23.3,0,5.6,0,-1.1,0,12.8,0,-18.1,0,1.3,0,-15.7,0,-12.4,0,71.8,0,28.2,0,-3.3,0,-1.7,0,0.1,0,-5.7,0,70.5,0,26.9,0,0.5,0,-1.1,0,-1.4,0,4.4,0,20.8,0,4,0,3.2,0,-62.6,0,-6.7,0,-2.8,0,9.1,0,3.7,0,-1.6,0,9.5,0,-0.5,0,5.1,0
24,20.4,0,4.6,0,-8.4,0,11.8,0,-11.1,0,18.8,0,-2.1,0,2.7,0,-61.1,0,0.4,0,6.2,0,-0.2,0,22.6,0,5.6,0,-1.1,0,13.2,0,-18,0,1.1,0,-15.8,0,-12.4,0,71.9,0,28.2,0,-3.2,0,-1.6,0,0.3,0,-5.5,0,70.7,0,27,0,0.6,0,-1,0,-1.2,0,4.5,0,19.7,0,4,0,3.6,0,-62.6,0,-6.4,0,-3.4,0,9.1,0,3.6,0,-2,0,9.5,0,-0.8,0,4.8,0
25,19.5,0,4.7,0,-8.5,0,12.1,0,-10.9,0,17.5,0,-2.3,0,2.9,0,-61.3,0,0.7,0,5.8,0,-0.3,0,21.9,0,5.5,0,-1.2,0,13.5,0,-17.9,0,0.9,0,-15.9,0,-12.5,0,72,0,28.3,0,-3.1,0,-1.5,0,0.5,0,-5.2,0,70.8,0,27.2,0,0.7,0,-0.9,0,-1.1,0,4.7,0,18.6,0,4,0,4,0,-62.6,0,-6,0,-4,0,9.1,0,3.5,0,-2.4,0,9.5,0,-1,0,4.5,0
26,18.6,0,4.7,0,-8.4,0,12.4,0,-10.9,0,16.3,0,-2.4,0,3.1,0,-61.5,0,1.1,0,5.3,0,-0.3,0,21.1,0,5.5,0,-1.2,0,13.7,0,-17.9,0,0.8,0,-16,0,-12.5,0,72.1,0,28.5,0,-3,0,-1.3,0,0.8,0,-5,0,71,0,27.4,0,0.8,0,-0.9,0,-0.9,0,4.8,0,17.4,0,3.9,0,4.5,0,-62.8,0,-5.7,0,-4.6,0,9.1,0,3.4,0,-2.8,0,9.5,0,-1.2,0,4.1,0
27,17.8,0,4.8,0,-8.3,0,12.7,0,-11,0,15,0,-2.6,0,3.5,0,-61.7,0,1.5,0,4.8,0,-0.4,0,20.2,0,5.6,0,-1.4,0,14,0,-17.9,0,0.6,0,-16.1,0,-12.6,0,72.3,0,28.7,0,-2.8,0,-1.2,0,1,0,-4.8,0,71.2,0,27.6,0,0.8,0,-0.8,0,-0.8,0,5,0,16.2,0,3.8,0,5,0,-63,0,-5.3,0,-5.1,0,9.1,0,3.2,0,-3.2,0,9.5,0,-1.4,0,3.7,0
28,16.9,0,4.9,0,-8.4,0,13,0,-11.1,0,13.8,0,-2.7,0,4,0,-61.8,0,1.8,0,4.2,0,-0.5,0,19.3,0,5.7,0,-1.5,0,14.2,0,-17.9,0,0.5,0,-16.2,0,-12.7,0,72.6,0,29,0,-2.7,0,-1,0,1.2,0,-4.6,0,71.4,0,27.8,0,0.9,0,-0.7,0,-0.6,0,5.2,0,15,0,3.6,0,5.6,0,-63.2,0,-4.9,0,-5.6,0,9.2,0,3.1,0,-3.6,0,9.5,0,-1.6,0,3.2,0
29,16.1,0,5.1,0,-8.5,0,13.3,0,-11.3,0,12.6,0,-2.9,0,4.7,0,-62,0,2.2,0,3.6,0,-0.6,0,18.3,0,5.8,0,-1.7,0,14.4,0,-17.9,0,0.4,0,-16.3,0,-12.7,0,72.9,0,29.3,0,-2.5,0,-0.9,0,1.4,0,-4.3,0,71.5,0,27.9,0,1,0,-0.6,0,-0.4,0,5.3,0,13.8,0,3.4,0,6.2,0,-63.5,0,-4.5,0,-6.1,0,9.2,0,2.9,0,-3.9,0,9.4,0,-1.8,0,2.7,0
30,15.2,0,5.2,0,-8.8,0,13.6,0,-11.3,0,11.3,0,-3,0,5.4,0,-62.1,0,2.5,0,2.9,0,-0.7,0,17.4,0,5.9,0,-1.9,0,14.6,0,-17.9,0,0.3,0,-16.4,0,-12.9,0,73.3,0,29.7,0,-2.4,0,-0.7,0,1.6,0,-4.1,0,71.6,0,28,0,1.1,0,-0.5,0,-0.2,0,5.5,0,12.6,0,3.2,0,6.6,0,-63.8,0,-4.1,0,-6.6,0,9.2,0,2.8,0,-4.2,0,9.4,0,-1.9,0,2.2,0
31,14.3,0,5.4,0,-9.1,0,13.8,0,-11.3,0,10.1,0,-3.1,0,6,0,-62.3,0,2.8,0,2.3,0,-0.7,0,16.6,0,6,0,-2,0,14.8,0,-17.9,0,0.2,0,-16.6,0,-13,0,73.7,0,30.1,0,-2.2,0,-0.6,0,1.8,0,-4,0,71.8,0,28.1,0,1.2,0,-0.5,0,-0.1,0,5.7,0,11.4,0,2.9,0,7,0,-64.2,0,-3.8,0,-7.1,0,9.3,0,2.7,0,-4.5,0,9.4,0,-2,0,1.8,0
32,13.4,0,5.5,0,-9.4,0,14,0,-11.3,0,8.8,0,-3.3,0,6.5,0,-62.5,0,3.1,0,1.7,0,-0.8,0,15.8,0,6.1,0,-2.2,0,15,0,-17.8,0,0.1,0,-16.7,0,-13.1,0,74.1,0,30.4,0,-2.1,0,-0.5,0,2,0,-3.8,0,71.9,0,28.3,0,1.3,0,-0.4,0,0.1,0,5.9,0,10.3,0,2.7,0,7.3,0,-64.5,0,-3.5,0,-7.5,0,9.3,0,2.6,0,-4.8,0,9.4,0,-2,0,1.4,0
33,12.4,0,5.6,0,-9.8,0,14.2,0,-11.2,0,7.5,0,-3.4,0,6.9,0,-62.8,0,3.3,0,1.2,0,-0.7,0,15,0,6.2,0,-2.3,0,15.1,0,-17.6,0,0.1,0,-16.9,0,-13.3,0,74.4,0,30.7,0,-2,0,-0.3,0,2.2,0,-3.6,0,72.1,0,28.4,0,1.3,0,-0.3,0,0.3,0,6.1,0,9.2,0,2.5,0,7.4,0,-64.7,0,-3.3,0,-7.9,0,9.4,0,2.6,0,-5.1,0,9.3,0,-2.1,0,1,0
34,11.4,0,5.7,0,-10.2,0,14.4,0,-11,0,6.1,0,-3.5,0,7.1,0,-63,0,3.5,0,0.8,0,-0.6,0,14.2,0,6.2,0,-2.6,0,15.3,0,-17.4,0,0.2,0,-17.2,0,-13.5,0,74.6,0,31,0,-1.9,0,-0.2,0,2.3,0,-3.5,0,72.3,0,28.6,0,1.4,0,-0.2,0,0.5,0,6.2,0,8.2,0,2.4,0,7.5,0,-64.9,0,-3.1,0,-8.3,0,9.5,0,2.5,0,-5.4,0,9.2,0,-2.1,0,0.7,0
35,10.4,0,5.8,0,-10.6,0,14.5,0,-10.7,0,4.6,0,-3.6,0,7.2,0,-63.3,0,3.6,0,0.4,0,-0.5,0,13.6,0,6.3,0,-2.9,0,15.5,0,-17,0,0.3,0,-17.5,0,-13.7,0,74.8,0,31.2,0,-1.8,0,-0.2,0,2.4,0,-3.3,0,72.4,0,28.8,0,1.5,0,-0.1,0,0.6,0,6.4,0,7.2,0,2.2,0,7.4,0,-65,0,-2.9,0,-8.6,0,9.6,0,2.5,0,-5.6,0,9.1,0,-2.1,0,0.5,0
36,9.6,0,5.9,0,-11,0,14.6,0,-10.4,0,3.3,0,-3.6,0,7.1,0,-63.6,0,3.7,0,0,0,-0.2,0,12.9,0,6.4,0,-3.3,0,15.6,0,-16.5,0,0.4,0,-17.8,0,-14,0,75,0,31.3,0,-1.7,0,-0.1,0,2.5,0,-3.2,0,72.6,0,29,0,1.6,0,0,0,0.8,0,6.5,0,6.1,0,2.1,0,7.2,0,-65.1,0,-2.8,0,-9,0,9.6,0,2.6,0,-5.8,0,9,0,-2,0,0.2,0
37,8.8,0,6,0,-11.4,0,14.7,0,-10,0,2,0,-3.6,0,6.8,0,-63.8,0,3.7,0,-0.4,0,0,0,12.4,0,6.4,0,-3.6,0,15.7,0,-16,0,0.6,0,-18.1,0,-14.3,0,75.1,0,31.4,0,-1.6,0,0,0,2.6,0,-3.1,0,72.7,0,29.1,0,1.7,0,0.1,0,0.9,0,6.7,0,5.1,0,1.9,0,6.9,0,-65.1,0,-2.7,0,-9.3,0,9.6,0,2.6,0,-6.1,0,8.9,0,-1.9,0,0,0
38,8.3,0,6,0,-11.7,0,14.8,0,-9.5,0,0.8,0,-3.6,0,6.6,0,-64.1,0,3.8,0,-0.8,0,0.3,0,11.8,0,6.5,0,-4,0,15.7,0,-15.4,0,0.7,0,-18.4,0,-14.6,0,75.1,0,31.5,0,-1.6,0,0,0,2.7,0,-3.1,0,72.9,0,29.3,0,1.8,0,0.2,0,1.1,0,6.8,0,4,0,1.8,0,6.7,0,-65.2,0,-2.6,0,-9.6,0,9.6,0,2.6,0,-6.3,0,8.9,0,-1.8,0,-0.3,0
39,7.9,0,6.1,0,-12,0,14.9,0,-9.1,0,-0.3,0,-3.6,0,6.3,0,-64.3,0,3.8,0,-1.1,0,0.5,0,11.4,0,6.5,0,-4.4,0,15.7,0,-14.9,0,0.9,0,-18.7,0,-14.8,0,75.2,0,31.5,0,-1.5,0,0.1,0,2.8,0,-3,0,73.1,0,29.5,0,1.9,0,0.3,0,1.2,0,7,0,2.9,0,1.6,0,6.4,0,-65.3,0,-2.5,0,-9.8,0,9.5,0,2.6,0,-6.5,0,8.8,0,-1.7,0,-0.5,0
40,7.7,0,6.2,0,-12.2,0,15.1,0,-8.7,0,-1.2,0,-3.6,0,6.1,0,-64.6,0,3.8,0,-1.4,0,0.7,0,11,0,6.5,0,-4.7,0,15.7,0,-14.5,0,1,0,-19,0,-15,0,75.2,0,31.6,0,-1.5,0,0.1,0,2.8,0,-2.9,0,73.3,0,29.7,0,2,0,0.3,0,1.3,0,7.1,0,1.8,0,1.4,0,6.2,0,-65.5,0,-2.5,0,-10.1,0,9.5,0,2.6,0,-6.7,0,8.8,0,-1.6,0,-0.7,0
41,7.7,0,6.2,0,-12.3,0,15.2,0,-8.3,0,-2.2,0,-3.6,0,5.9,0,-64.8,0,3.8,0,-1.7,0,0.8,0,10.8,0,6.5,0,-4.9,0,15.7,0,-14.1,0,1.2,0,-19.2,0,-15.1,0,75.4,0,31.8,0,-1.4,0,0.2,0,2.9,0,-2.9,0,73.5,0,29.8,0,2,0,0.4,0,1.4,0,7.2,0,0.7,0,1.3,0,6,0,-65.7,0,-2.4,0,-10.3,0,9.3,0,2.6,0,-6.9,0,8.7,0,-1.5,0,-0.8,0
42,7.8,0,6.3,0,-12.3,0,15.3,0,-8.1,0,-3,0,-3.7,0,5.7,0,-65,0,3.9,0,-1.8,0,1,0,10.8,0,6.5,0,-5.2,0,15.7,0,-13.7,0,1.4,0,-19.4,0,-15.1,0,75.7,0,32,0,-1.4,0,0.2,0,2.9,0,-2.8,0,73.6,0,30,0,2.1,0,0.5,0,1.5,0,7.3,0,-0.2,0,1.1,0,5.8,0,-66.1,0,-2.3,0,-10.4,0,9.2,0,2.6,0,-7,0,8.7,0,-1.4,0,-0.9,0
43,8,0,6.3,0,-12.3,0,15.4,0,-7.9,0,-3.9,0,-3.8,0,5.5,0,-65.1,0,3.9,0,-1.9,0,1.2,0,11,0,6.4,0,-5.4,0,15.6,0,-13.4,0,1.6,0,-19.6,0,-15,0,75.9,0,32.3,0,-1.3,0,0.3,0,3,0,-2.8,0,73.7,0,30.1,0,2.2,0,0.6,0,1.6,0,7.4,0,-1.1,0,1,0,5.6,0,-66.5,0,-2.3,0,-10.5,0,9.1,0,2.7,0,-7,0,8.7,0,-1.4,0,-0.9,0
