Sample,acmLKFE.M,acmLKFE.S,acmLKAA.M,acmLKAA.S,acmLKIE.M,acmLKIE.S,acmLAFE.M,acmLAFE.S,acmLFAA.M,acmLFAA.S,acmLHPFE.M,acmLHPFE.S,acmLHPAA.M,acmLHPAA.S,acmLHPIE.M,acmLHPIE.S,acmLSPFE.M,acmLSPFE.S,acmLSPML.M,acmLSPML.S,acmLSPIE.M,acmLSPIE.S,acmLFIE.M,acmLFIE.S,acmRKFE.M,acmRKFE.S,acmRKAA.M,acmRKAA.S,acmRKIE.M,acmRKIE.S,acmRAFE.M,acmRAFE.S,acmRFAA.M,acmRFAA.S,acmRFIE.M,acmRFIE.S,acmRAIE.M,acmRAIE.S,acmLAIE.M,acmLAIE.S,acmRSHTILT.M,acmRSHTILT.S,acmRSHTILTOFF.M,acmRSHTILTOFF.S,acmRSHOBLI.M,acmRSHOBLI.S,acmRSHOBLIOFF.M,acmRSHOBLIOFF.S,acmRSHROT.M,acmRSHROT.S,acmRSHROTOFF.M,acmRSHROTOFF.S,acmLSHTILT.M,acmLSHTILT.S,acmLSHTILTOFF.M,acmLSHTILTOFF.S,acmLSHOBLI.M,acmLSHOBLI.S,acmLSHOBLIOFF.M,acmLSHOBLIOFF.S,acmLSHROT.M,acmLSHROT.S,acmLSHROTOFF.M,acmLSHROTOFF.S,acmRHPFE.M,acmRHPFE.S,acmRHPAA.M,acmRHPAA.S,acmRHPIE.M,acmRHPIE.S,acmRSPFE.M,acmRSPFE.S,acmRSPML.M,acmRSPML.S,acmRSPIE.M,acmRSPIE.S,acmRPTILT.M,acmRPTILT.S,acmRPOBLI.M,acmRPOBLI.S,acmRPROT.M,acmRPROT.S,acmLPTILT.M,acmLPTILT.S,acmLPOBLI.M,acmLPOBLI.S,acmLPROT.M,acmLPROT.S
91,20.7,0,1.4,0,-7.1,0,6.6,0,-2.7,0,39.1,0,-11.9,0,-2.1,0,-66,0,2.4,0,10.4,0,5.5,0,28.8,0,-0.6,0,4.9,0,8.2,0,-13.2,0,3.5,0,-24.7,0,-8.6,0,78.5,0,34.8,0,-2.1,0,-0.4,0,-2.5,0,-8.3,0,75.6,0,32,0,1.4,0,-0.2,0,-2.9,0,2.9,0,39.2,0,-5.8,0,-14.1,0,-70.6,0,-3.4,0,-0.8,0,7.8,0,1.4,0,-2.9,0,9.3,0,-2.6,0,6.9,0
92,17.5,0,1.7,0,-8,0,6.1,0,-2.4,0,38.3,0,-11.7,0,-1.3,0,-66.4,0,2.3,0,10.5,0,6,0,26.2,0,-0.4,0,4.3,0,7.8,0,-12.2,0,4,0,-23.8,0,-7.8,0,78.9,0,35.3,0,-2.2,0,-0.6,0,-2.8,0,-8.6,0,75.9,0,32.2,0,1.3,0,-0.3,0,-3,0,2.8,0,39.2,0,-5.6,0,-13.6,0,-71.1,0,-3.5,0,-0.5,0,7.8,0,1.4,0,-2.9,0,9.2,0,-2.7,0,7,0
93,14.9,0,1.9,0,-9.3,0,5.5,0,-2,0,37.7,0,-11.5,0,-0.6,0,-66.7,0,2.3,0,10.6,0,6.4,0,24.1,0,-0.1,0,3.7,0,7.5,0,-11.5,0,4.5,0,-23.2,0,-7.5,0,79.1,0,35.5,0,-2.3,0,-0.7,0,-3.2,0,-8.9,0,76.1,0,32.4,0,1.3,0,-0.3,0,-3,0,2.8,0,39,0,-5.4,0,-13.3,0,-71.4,0,-3.7,0,-0.3,0,7.7,0,1.4,0,-3,0,9.1,0,-2.7,0,7.1,0
94,13.1,0,2,0,-10.6,0,5.1,0,-1.4,0,37.2,0,-11.4,0,-0.4,0,-66.8,0,2.2,0,10.6,0,6.8,0,22.5,0,0.1,0,3.3,0,7.4,0,-11.2,0,5,0,-23,0,-7.7,0,79.2,0,35.5,0,-2.4,0,-0.8,0,-3.5,0,-9.3,0,76.2,0,32.6,0,1.2,0,-0.4,0,-3,0,2.7,0,38.9,0,-5.2,0,-13,0,-71.5,0,-3.8,0,0,0,7.7,0,1.4,0,-3,0,9,0,-2.7,0,7.1,0
95,12.1,0,2.1,0,-11.7,0,4.8,0,-0.8,0,36.9,0,-11.1,0,-0.6,0,-66.8,0,2.2,0,10.6,0,7.1,0,21.3,0,0.3,0,2.9,0,7.3,0,-11.2,0,5.3,0,-23.1,0,-8,0,78.9,0,35.2,0,-2.5,0,-0.9,0,-3.8,0,-9.6,0,76.2,0,32.6,0,1.2,0,-0.4,0,-3.1,0,2.7,0,38.7,0,-5,0,-12.8,0,-71.3,0,-4,0,0.1,0,7.6,0,1.4,0,-3.2,0,9,0,-2.7,0,7,0
96,11.8,0,2.2,0,-12.2,0,4.6,0,-0.2,0,36.7,0,-10.9,0,-1.3,0,-66.8,0,2.1,0,10.6,0,7.2,0,20.6,0,0.6,0,2.5,0,7.2,0,-11.3,0,5.3,0,-23.5,0,-8.4,0,78.7,0,35,0,-2.6,0,-1,0,-4.1,0,-9.9,0,76.2,0,32.5,0,1.2,0,-0.5,0,-3.1,0,2.7,0,38.5,0,-4.7,0,-12.6,0,-71.2,0,-4.2,0,0.2,0,7.5,0,1.5,0,-3.4,0,9.1,0,-2.7,0,7,0
97,12.2,0,2.1,0,-12,0,4.5,0,0.4,0,36.6,0,-10.6,0,-2.3,0,-66.7,0,2.1,0,10.5,0,7.2,0,20.4,0,0.8,0,2.4,0,7.2,0,-11.6,0,5.2,0,-23.9,0,-8.6,0,78.7,0,35,0,-2.7,0,-1.1,0,-4.5,0,-10.2,0,76.1,0,32.5,0,1.1,0,-0.5,0,-3.1,0,2.6,0,38.3,0,-4.4,0,-12.5,0,-71.2,0,-4.3,0,0.3,0,7.5,0,1.5,0,-3.6,0,9.1,0,-2.6,0,6.9,0
98,13.2,0,1.8,0,-11.2,0,4.3,0,1,0,36.6,0,-10.3,0,-3.7,0,-66.6,0,2,0,10.5,0,7.1,0,20.6,0,0.9,0,2.6,0,7.1,0,-12.1,0,5,0,-24.3,0,-8.6,0,78.8,0,35.2,0,-2.8,0,-1.2,0,-4.8,0,-10.5,0,76.1,0,32.5,0,1.1,0,-0.5,0,-3.2,0,2.6,0,38.1,0,-4.1,0,-12.5,0,-71.4,0,-4.5,0,0.3,0,7.4,0,1.6,0,-3.9,0,9.2,0,-2.6,0,6.9,0
99,14.5,0,1.4,0,-9.8,0,3.9,0,1.4,0,36.7,0,-9.9,0,-5.1,0,-66.6,0,1.9,0,10.5,0,6.8,0,21.1,0,0.9,0,2.8,0,6.8,0,-12.1,0,4.6,0,-24.5,0,-8.4,0,79.3,0,35.6,0,-2.8,0,-1.2,0,-5.1,0,-10.9,0,76.2,0,32.5,0,1.1,0,-0.6,0,-3.3,0,2.5,0,37.9,0,-3.7,0,-12.6,0,-71.8,0,-4.6,0,0.3,0,7.4,0,1.7,0,-4.2,0,9.3,0,-2.5,0,6.8,0
100,15.9,0,0.8,0,-8.1,0,3.3,0,1.4,0,36.8,0,-9.6,0,-6.4,0,-66.7,0,1.7,0,10.5,0,6.4,0,21.9,0,0.7,0,2.9,0,6.2,0,-11.9,0,4.4,0,-24.5,0,-8.1,0,79.7,0,36.1,0,-2.9,0,-1.3,0,-5.4,0,-11.2,0,76.3,0,32.6,0,1,0,-0.6,0,-3.4,0,2.4,0,37.7,0,-3.4,0,-12.7,0,-72.3,0,-4.7,0,0.2,0,7.4,0,1.7,0,-4.6,0,9.3,0,-2.4,0,6.7,0
