Sample,acmLKFE.M,acmLKFE.S,acmLKAA.M,acmLKAA.S,acmLKIE.M,acmLKIE.S,acmLAFE.M,acmLAFE.S,acmLFAA.M,acmLFAA.S,acmLHPFE.M,acmLHPFE.S,acmLHPAA.M,acmLHPAA.S,acmLHPIE.M,acmLHPIE.S,acmLSPFE.M,acmLSPFE.S,acmLSPML.M,acmLSPML.S,acmLSPIE.M,acmLSPIE.S,acmLFIE.M,acmLFIE.S,acmRKFE.M,acmRKFE.S,acmRKAA.M,acmRKAA.S,acmRKIE.M,acmRKIE.S,acmRAFE.M,acmRAFE.S,acmRFAA.M,acmRFAA.S,acmRFIE.M,acmRFIE.S,acmRAIE.M,acmRAIE.S,acmLAIE.M,acmLAIE.S,acmRSHTILT.M,acmRSHTILT.S,acmRSHTILTOFF.M,acmRSHTILTOFF.S,acmRSHOBLI.M,acmRSHOBLI.S,acmRSHOBLIOFF.M,acmRSHOBLIOFF.S,acmRSHROT.M,acmRSHROT.S,acmRSHROTOFF.M,acmRSHROTOFF.S,acmLSHTILT.M,acmLSHTILT.S,acmLSHTILTOFF.M,acmLSHTILTOFF.S,acmLSHOBLI.M,acmLSHOBLI.S,acmLSHOBLIOFF.M,acmLSHOBLIOFF.S,acmLSHROT.M,acmLSHROT.S,acmLSHROTOFF.M,acmLSHROTOFF.S,acmRHPFE.M,acmRHPFE.S,acmRHPAA.M,acmRHPAA.S,acmRHPIE.M,acmRHPIE.S,acmRSPFE.M,acmRSPFE.S,acmRSPML.M,acmRSPML.S,acmRSPIE.M,acmRSPIE.S,acmRPTILT.M,acmRPTILT.S,acmRPOBLI.M,acmRPOBLI.S,acmRPROT.M,acmRPROT.S,acmLPTILT.M,acmLPTILT.S,acmLPOBLI.M,acmLPOBLI.S,acmLPROT.M,acmLPROT.S
44,12.8,0,5.3,0,-12,0,17.6,0,-0.1,0,-9.4,0,-3.3,0,4.3,0,-38.6,0,6.4,0,-5.8,0,7.1,0,14.4,0,4.8,0,-5.1,0,17.2,0,-7.7,0,3.2,0,-15.8,0,-10.7,0,43,0,-0.6,0,-3.3,0,-1.7,0,3,0,-2.8,0,41.6,0,-2,0,5.6,0,4,0,1.8,0,7.6,0,-5.9,0,-0.3,0,3.8,0,-37.6,0,-4.3,0,-11.1,0,5.1,0,2,0,-7.7,0,3.1,0,-0.5,0,-4.3,0
45,13.5,0,5.2,0,-12,0,17.2,0,0.3,0,-10,0,-3.6,0,3.9,0,-37.7,0,6.6,0,-5.8,0,7.5,0,15.1,0,4.7,0,-4.9,0,16.9,0,-7.3,0,3.4,0,-15.9,0,-10.7,0,43,0,-0.6,0,-3.1,0,-1.5,0,2.8,0,-2.9,0,40.7,0,-2.9,0,5.7,0,4.1,0,1.7,0,7.5,0,-6.5,0,-0.7,0,3.5,0,-37.7,0,-4,0,-11.3,0,5.1,0,1.9,0,-8.1,0,3.1,0,-0.6,0,-4.4,0
46,14.2,0,5.1,0,-12.2,0,16.7,0,0.8,0,-10.6,0,-4,0,3.6,0,-35.9,0,6.9,0,-5.8,0,7.9,0,15.8,0,4.6,0,-4.7,0,16.4,0,-7,0,3.7,0,-15.8,0,-10.6,0,43,0,-0.7,0,-2.9,0,-1.3,0,2.7,0,-3.1,0,38.9,0,-4.7,0,5.8,0,4.2,0,1.7,0,7.4,0,-7,0,-1.1,0,3.3,0,-37.6,0,-3.7,0,-11.4,0,5.1,0,1.7,0,-8.3,0,3.1,0,-0.8,0,-4.5,0
47,14.9,0,5,0,-12.3,0,15.9,0,1.4,0,-11.1,0,-4.4,0,3.2,0,-33.9,0,7.2,0,-5.8,0,8.5,0,16.6,0,4.5,0,-4.5,0,15.7,0,-6.7,0,4,0,-15.7,0,-10.5,0,42.9,0,-0.8,0,-2.8,0,-1.1,0,2.6,0,-3.2,0,36.9,0,-6.7,0,5.9,0,4.3,0,1.6,0,7.4,0,-7.4,0,-1.6,0,2.9,0,-37.5,0,-3.3,0,-11.5,0,5.2,0,1.6,0,-8.5,0,3.2,0,-0.9,0,-4.6,0
48,15.7,0,5,0,-12.5,0,15,0,2.1,0,-11.5,0,-4.8,0,2.9,0,NaN,NaN,NaN,NaN,NaN,NaN,9,0,17.6,0,4.4,0,-4.4,0,14.9,0,-6.2,0,4.3,0,-15.5,0,-10.3,0,42.7,0,-1,0,-2.6,0,-1,0,2.5,0,-3.3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.8,0,-2.1,0,2.5,0,-37.2,0,-3.1,0,-11.5,0,5.3,0,1.5,0,-8.6,0,3.3,0,-1.1,0,-4.7,0
49,16.7,0,4.9,0,-12.7,0,13.9,0,2.8,0,-11.8,0,-5.3,0,2.5,0,NaN,NaN,NaN,NaN,NaN,NaN,9.7,0,18.6,0,4.2,0,-4.2,0,13.9,0,-5.8,0,4.7,0,-15.3,0,-10.1,0,42.4,0,-1.2,0,-2.5,0,-0.8,0,2.4,0,-3.4,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.1,0,-2.5,0,2,0,-36.8,0,-2.8,0,-11.5,0,5.4,0,1.4,0,-8.7,0,3.4,0,-1.3,0,-4.8,0
50,17.9,0,4.8,0,-12.9,0,12.6,0,3.5,0,-11.9,0,-5.9,0,2.2,0,NaN,NaN,NaN,NaN,NaN,NaN,10.4,0,19.8,0,4.1,0,-4.1,0,12.7,0,-5.2,0,5.1,0,-15,0,-9.8,0,42.2,0,-1.4,0,-2.3,0,-0.7,0,2.4,0,-3.4,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.2,0,-3,0,1.5,0,-36.5,0,-2.6,0,-11.4,0,5.5,0,1.4,0,-8.8,0,3.6,0,-1.6,0,-4.9,0
51,19.4,0,4.7,0,-13.2,0,11.1,0,4.4,0,-11.9,0,-6.5,0,1.8,0,NaN,NaN,NaN,NaN,NaN,NaN,11.2,0,21.1,0,4,0,-4,0,11.4,0,-4.6,0,5.6,0,-14.6,0,-9.5,0,42.1,0,-1.5,0,-2.2,0,-0.6,0,2.4,0,-3.4,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.3,0,-3.5,0,1,0,-36.3,0,-2.4,0,-11.4,0,5.6,0,1.2,0,-8.8,0,3.7,0,-1.9,0,-5,0
52,21.2,0,4.6,0,-13.4,0,9.2,0,5.3,0,-11.6,0,-7.3,0,1.3,0,NaN,NaN,NaN,NaN,NaN,NaN,11.9,0,22.8,0,3.8,0,-3.8,0,9.8,0,-4,0,6.1,0,-14.2,0,-9.2,0,42.1,0,-1.6,0,-2.2,0,-0.5,0,2.4,0,-3.4,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.2,0,-4,0,0.3,0,-36.3,0,-2.1,0,-11.4,0,5.7,0,1.1,0,-8.7,0,3.8,0,-2.3,0,-5.1,0
53,23.4,0,4.5,0,-13.4,0,7.1,0,6.1,0,-11.1,0,-8,0,0.6,0,NaN,NaN,NaN,NaN,NaN,NaN,12.5,0,24.8,0,3.6,0,-3.5,0,7.9,0,-3.4,0,6.7,0,-13.7,0,-8.9,0,42.2,0,-1.5,0,-2.1,0,-0.5,0,2.4,0,-3.3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8,0,-4.6,0,-0.4,0,-36.4,0,-1.8,0,-11.3,0,5.7,0,0.8,0,-8.6,0,3.9,0,-2.8,0,-5.1,0
54,26.1,0,4.5,0,-13.2,0,4.7,0,6.9,0,-10.3,0,-8.9,0,-0.2,0,NaN,NaN,NaN,NaN,NaN,NaN,13,0,27.1,0,3.4,0,-3,0,5.7,0,-3,0,7.2,0,-13.1,0,-8.6,0,42.2,0,-1.4,0,-2,0,-0.4,0,2.5,0,-3.2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.6,0,-5.4,0,-1.2,0,-36.6,0,-1.4,0,-11.1,0,5.6,0,0.4,0,-8.4,0,3.9,0,-3.3,0,-5.1,0
55,29.2,0,4.4,0,-12.8,0,2.1,0,7.3,0,-9.2,0,-9.8,0,-1,0,NaN,NaN,NaN,NaN,NaN,NaN,13.2,0,29.8,0,3.2,0,-2.3,0,3.3,0,-3,0,7.5,0,-12.5,0,-8.4,0,42.2,0,-1.5,0,-1.9,0,-0.3,0,2.7,0,-3.1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.9,0,-6.2,0,-1.9,0,-36.7,0,-0.9,0,-11,0,5.5,0,0,0,-8.1,0,4,0,-3.7,0,-5.1,0
56,32.7,0,4.3,0,-12,0,-0.5,0,7.4,0,-7.8,0,-10.7,0,-1.7,0,NaN,NaN,NaN,NaN,NaN,NaN,13.1,0,32.9,0,3.2,0,-1.4,0,0.8,0,-3.4,0,7.6,0,-12.1,0,-8.3,0,42,0,-1.7,0,-1.8,0,-0.2,0,2.8,0,-3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6,0,-7,0,-2.3,0,-36.7,0,-0.3,0,-10.8,0,5.4,0,-0.5,0,-7.9,0,4.1,0,-4.1,0,-5.2,0
57,36.5,0,4.2,0,-11.1,0,-3,0,7.2,0,-6,0,-11.6,0,-2.3,0,NaN,NaN,NaN,NaN,NaN,NaN,12.9,0,36.4,0,3.3,0,-0.5,0,-1.7,0,-4.5,0,7.6,0,-12,0,-8.2,0,41.6,0,-2,0,-1.7,0,-0.1,0,2.9,0,-2.8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.8,0,-7.9,0,-2.4,0,-36.5,0,0.2,0,-10.7,0,5.4,0,-0.9,0,-7.7,0,4.2,0,-4.4,0,-5.3,0
58,40.5,0,4,0,-9.9,0,-5.2,0,6.5,0,-4.1,0,-12.5,0,-2.6,0,NaN,NaN,NaN,NaN,NaN,NaN,12.4,0,40.1,0,3.5,0,0.6,0,-3.9,0,-6.2,0,7.5,0,-12.3,0,-8.3,0,41.3,0,-2.4,0,-1.6,0,0.1,0,3,0,-2.7,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.4,0,-8.7,0,-2.2,0,-36.3,0,0.7,0,-10.6,0,5.3,0,-1.3,0,-7.6,0,4.4,0,-4.7,0,-5.4,0
59,44.6,0,3.8,0,-8.5,0,-7.1,0,5.2,0,-2,0,-13.2,0,-2.7,0,NaN,NaN,NaN,NaN,NaN,NaN,12,0,44.1,0,3.8,0,1.7,0,-5.9,0,-8.5,0,7.6,0,-13,0,-8.6,0,41,0,-2.6,0,-1.4,0,0.2,0,3.1,0,-2.7,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.7,0,-9.3,0,-1.6,0,-36.1,0,1.1,0,-10.5,0,5.3,0,-1.6,0,-7.5,0,4.6,0,-5,0,-5.6,0
60,48.6,0,3.6,0,-6.9,0,-8.4,0,3.4,0,0.3,0,-13.9,0,-2.6,0,NaN,NaN,NaN,NaN,NaN,NaN,11.8,0,48.1,0,4,0,2.8,0,-7.4,0,-11.2,0,7.8,0,-14.1,0,-9.1,0,40.9,0,-2.7,0,-1.3,0,0.3,0,3.1,0,-2.7,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3,0,-9.8,0,-1,0,-36.1,0,1.5,0,-10.5,0,5.2,0,-1.9,0,-7.5,0,4.8,0,-5.2,0,-5.8,0
61,52.6,0,3.5,0,-5.3,0,-9.1,0,1,0,2.6,0,-14.5,0,-2.2,0,NaN,NaN,NaN,NaN,NaN,NaN,11.8,0,52.2,0,4,0,3.9,0,-8,0,-14.2,0,8.4,0,-15.5,0,-9.9,0,40.9,0,-2.7,0,-1.2,0,0.4,0,3,0,-2.8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4,0,-10.2,0,-0.5,0,-36.2,0,1.8,0,-10.5,0,5.2,0,-2.1,0,-7.6,0,4.9,0,-5.4,0,-6,0
62,56.3,0,3.6,0,-3.8,0,-9.1,0,-1.5,0,4.9,0,-14.8,0,-1.6,0,NaN,NaN,NaN,NaN,NaN,NaN,11.9,0,56.2,0,3.8,0,5.1,0,-7.9,0,-17.1,0,8.9,0,-17.1,0,-10.9,0,41.1,0,-2.6,0,-1.2,0,0.5,0,2.9,0,-2.9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7,0,-10.4,0,-0.3,0,-36.3,0,2,0,-10.5,0,5.2,0,-2.2,0,-7.7,0,5,0,-5.5,0,-6.1,0
63,59.7,0,3.7,0,-2.6,0,-8.4,0,-3.9,0,7.2,0,-15,0,-1,0,NaN,NaN,NaN,NaN,NaN,NaN,11.9,0,59.9,0,3.3,0,6.1,0,-7.1,0,-19.7,0,9.2,0,-18.7,0,-12.1,0,41.3,0,-2.4,0,-1.1,0,0.5,0,2.7,0,-3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1,0,-10.5,0,-0.4,0,-36.5,0,2,0,-10.4,0,5.2,0,-2.3,0,-7.8,0,5.1,0,-5.5,0,-6.2,0
64,62.8,0,3.8,0,-1.7,0,-7.4,0,-5.8,0,9.4,0,-15.1,0,-0.4,0,NaN,NaN,NaN,NaN,NaN,NaN,11.8,0,63.3,0,2.7,0,6.8,0,-5.8,0,-21.7,0,9.1,0,-20.1,0,-13.2,0,41.5,0,-2.1,0,-1.2,0,0.5,0,2.5,0,-3.3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5,0,-10.5,0,-0.8,0,-36.7,0,2,0,-10.2,0,5.3,0,-2.3,0,-7.8,0,5.2,0,-5.4,0,-6.2,0
65,65.4,0,4,0,-1.3,0,-6,0,-7.1,0,11.5,0,-15,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,11.3,0,66.1,0,2,0,7.1,0,-4.5,0,-23,0,8.4,0,-21.4,0,-14.2,0,41.7,0,-1.9,0,-1.2,0,0.4,0,2.2,0,-3.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.8,0,-10.3,0,-1.4,0,-36.9,0,1.9,0,-9.9,0,5.3,0,-2.2,0,-7.8,0,5.2,0,-5.3,0,-6.1,0
66,67.5,0,4.1,0,-1.1,0,-4.6,0,-7.9,0,13.6,0,-14.7,0,0.4,0,NaN,NaN,NaN,NaN,NaN,NaN,10.6,0,68.4,0,1.4,0,7,0,-3.2,0,-23.5,0,7.5,0,-22.4,0,-15.1,0,41.8,0,-1.8,0,-1.3,0,0.3,0,1.9,0,-3.9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.1,0,-10.1,0,-1.9,0,-36.9,0,1.6,0,-9.5,0,5.3,0,-2.1,0,-7.7,0,5.2,0,-5.1,0,-5.9,0
67,69.2,0,4.3,0,-1.2,0,-3.3,0,-8.3,0,15.5,0,-14.5,0,0.6,0,NaN,NaN,NaN,NaN,NaN,NaN,9.8,0,70.1,0,0.9,0,6.6,0,-2.1,0,-23.5,0,6.3,0,-23.2,0,-15.8,0,41.8,0,-1.8,0,-1.5,0,0.1,0,1.6,0,-4.2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.2,0,-9.8,0,-2.5,0,-36.8,0,1.3,0,-9,0,5.4,0,-2,0,-7.5,0,5.2,0,-4.8,0,-5.6,0
68,70.4,0,4.6,0,-1.3,0,-2.1,0,-8.5,0,17.4,0,-14.1,0,0.8,0,NaN,NaN,NaN,NaN,NaN,NaN,9.1,0,71.3,0,0.8,0,5.9,0,-1.1,0,-23.1,0,5.2,0,-23.8,0,-16.4,0,41.6,0,-2,0,-1.6,0,0,0,1.2,0,-4.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.3,0,-9.4,0,-3,0,-36.5,0,0.9,0,-8.3,0,5.4,0,-1.7,0,-7.2,0,5.2,0,-4.5,0,-5.1,0
69,71.2,0,5,0,-1.6,0,-0.9,0,-8.5,0,19.2,0,-13.8,0,1.1,0,NaN,NaN,NaN,NaN,NaN,NaN,8.4,0,72.1,0,0.9,0,5.2,0,-0.3,0,-22.5,0,4.2,0,-24.2,0,-16.8,0,41.4,0,-2.3,0,-1.8,0,-0.2,0,0.8,0,-4.9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.2,0,-9.1,0,-3.3,0,-36.1,0,0.4,0,-7.6,0,5.5,0,-1.5,0,-6.8,0,5.2,0,-4.2,0,-4.6,0
70,71.7,0,5.6,0,-1.9,0,0.1,0,-8.4,0,20.8,0,-13.6,0,1.5,0,NaN,NaN,NaN,NaN,NaN,NaN,7.7,0,72.6,0,1.1,0,4.5,0,0.6,0,-21.9,0,3.4,0,-24.5,0,-17.2,0,41,0,-2.6,0,-2,0,-0.4,0,0.5,0,-5.3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,0,-8.7,0,-3.6,0,-35.7,0,-0.2,0,-6.8,0,5.4,0,-1.2,0,-6.3,0,5.1,0,-3.9,0,-4.1,0
71,71.7,0,6.5,0,-2.4,0,1,0,-8.2,0,22.3,0,-13.3,0,1.9,0,NaN,NaN,NaN,NaN,NaN,NaN,7.2,0,72.6,0,1.6,0,3.8,0,1.6,0,-21.2,0,2.7,0,-24.6,0,-17.5,0,40.6,0,-3,0,-2.2,0,-0.6,0,0.1,0,-5.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.7,0,-8.4,0,-3.7,0,-35.4,0,-0.7,0,-5.9,0,5.4,0,-0.9,0,-5.7,0,5.1,0,-3.7,0,-3.4,0
72,71.4,0,7.4,0,-3.2,0,1.9,0,-7.9,0,23.8,0,-13.1,0,2.4,0,NaN,NaN,NaN,NaN,NaN,NaN,6.9,0,72.4,0,2.2,0,3.3,0,2.7,0,-20.5,0,2.2,0,-24.6,0,-17.7,0,40.3,0,-3.4,0,-2.4,0,-0.7,0,-0.2,0,-6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.2,0,-8.1,0,-3.8,0,-35,0,-1.2,0,-5,0,5.3,0,-0.7,0,-5.1,0,5,0,-3.4,0,-2.8,0
73,70.7,0,8.3,0,-4.1,0,2.8,0,-7.5,0,25.1,0,-12.9,0,2.9,0,NaN,NaN,NaN,NaN,NaN,NaN,6.6,0,72,0,2.8,0,2.9,0,4,0,-20,0,1.9,0,-24.5,0,-18.1,0,40,0,-3.7,0,-2.5,0,-0.9,0,-0.5,0,-6.3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.7,0,-7.8,0,-3.9,0,-34.8,0,-1.8,0,-4.2,0,5.2,0,-0.4,0,-4.5,0,4.9,0,-3.1,0,-2.1,0
74,69.7,0,9.2,0,-5.1,0,3.6,0,-7.3,0,26.4,0,-12.8,0,3.3,0,NaN,NaN,NaN,NaN,NaN,NaN,6.4,0,71.3,0,3.4,0,2.9,0,5.2,0,-19.7,0,1.7,0,-24.4,0,-18.5,0,39.8,0,-3.9,0,-2.7,0,-1.1,0,-0.7,0,-6.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.2,0,-7.6,0,-3.8,0,-34.7,0,-2.2,0,-3.5,0,5.1,0,-0.2,0,-4,0,4.9,0,-2.9,0,-1.4,0
75,68.4,0,10,0,-6.1,0,4.4,0,-7.2,0,27.6,0,-12.7,0,3.7,0,NaN,NaN,NaN,NaN,NaN,NaN,6.3,0,70.4,0,4,0,3,0,6.3,0,-19.8,0,1.7,0,-24.2,0,-19.1,0,39.6,0,-4,0,-2.9,0,-1.3,0,-1,0,-6.7,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.6,0,-7.3,0,-3.7,0,-34.6,0,-2.7,0,-2.8,0,5,0,0,0,-3.5,0,4.8,0,-2.7,0,-0.7,0
76,66.8,0,10.7,0,-7.2,0,5.2,0,-7.3,0,28.7,0,-12.5,0,4,0,NaN,NaN,NaN,NaN,NaN,NaN,6.1,0,69.2,0,4.4,0,3.2,0,7.2,0,-20.1,0,1.7,0,-24.2,0,-19.7,0,39.5,0,-4.1,0,-3.1,0,-1.5,0,-1.2,0,-6.9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0,-7.1,0,-3.6,0,-34.5,0,-3,0,-2.2,0,5,0,0.1,0,-3.1,0,4.7,0,-2.5,0,0,0
77,64.8,0,11.3,0,-8.3,0,5.8,0,-7.5,0,29.8,0,-12.4,0,4.2,0,NaN,NaN,NaN,NaN,NaN,NaN,6,0,67.9,0,4.7,0,3.5,0,8.1,0,-20.5,0,1.8,0,-24.2,0,-20.4,0,39.5,0,-4.2,0,-3.3,0,-1.7,0,-1.3,0,-7.1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.4,0,-6.9,0,-3.5,0,-34.5,0,-3.4,0,-1.7,0,4.9,0,0.2,0,-2.8,0,4.6,0,-2.4,0,0.6,0
78,62.7,0,11.6,0,-9.4,0,6.3,0,-7.8,0,30.7,0,-12.3,0,4.3,0,NaN,NaN,NaN,NaN,NaN,NaN,5.8,0,66.3,0,4.8,0,3.5,0,8.8,0,-20.8,0,1.8,0,-24.2,0,-21.1,0,39.5,0,-4.1,0,-3.4,0,-1.8,0,-1.5,0,-7.3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.7,0,-6.6,0,-3.5,0,-34.6,0,-3.7,0,-1.3,0,4.9,0,0.3,0,-2.5,0,4.5,0,-2.3,0,1.1,0
79,60.2,0,11.6,0,-10.4,0,6.7,0,-8,0,31.5,0,-12.2,0,4.2,0,NaN,NaN,NaN,NaN,NaN,NaN,5.7,0,64.3,0,4.7,0,3.4,0,9.5,0,-20.9,0,1.9,0,-24.4,0,-21.7,0,39.6,0,-4,0,-3.6,0,-2,0,-1.7,0,-7.4,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.9,0,-6.4,0,-3.7,0,-34.7,0,-3.9,0,-0.9,0,4.8,0,0.4,0,-2.2,0,4.4,0,-2.2,0,1.6,0
80,57.5,0,11.2,0,-11.3,0,7,0,-8,0,32.3,0,-12.1,0,3.8,0,NaN,NaN,NaN,NaN,NaN,NaN,5.6,0,62.1,0,4.4,0,3,0,10,0,-20.7,0,1.9,0,-24.5,0,-22.2,0,39.7,0,-3.9,0,-3.7,0,-2.1,0,-1.8,0,-7.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.9,0,-6.2,0,-4.1,0,-34.9,0,-4.2,0,-0.4,0,4.8,0,0.5,0,-1.9,0,4.4,0,-2.1,0,2.1,0
81,54.5,0,10.3,0,-12.1,0,7.2,0,-7.9,0,33,0,-11.9,0,2.9,0,NaN,NaN,NaN,NaN,NaN,NaN,5.6,0,59.5,0,3.8,0,2.5,0,10.4,0,-20.1,0,2,0,-24.7,0,-22.5,0,39.9,0,-3.7,0,-3.8,0,-2.2,0,-1.9,0,-7.7,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.8,0,-6,0,-4.8,0,-35.2,0,-4.4,0,0,0,4.8,0,0.5,0,-1.6,0,4.3,0,-2.1,0,2.5,0
82,51.3,0,9.1,0,-12.6,0,7.3,0,-7.5,0,33.5,0,-11.7,0,1.7,0,NaN,NaN,NaN,NaN,NaN,NaN,5.7,0,56.6,0,3,0,1.9,0,10.6,0,-19.3,0,2,0,-24.7,0,-22.6,0,40.1,0,-3.5,0,-4,0,-2.3,0,-2.1,0,-7.8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.6,0,-5.8,0,-5.8,0,-35.4,0,-4.5,0,0.4,0,4.7,0,0.5,0,-1.3,0,4.3,0,-2.1,0,2.8,0
83,47.9,0,7.5,0,-12.9,0,7.3,0,-6.8,0,33.9,0,-11.5,0,0.1,0,NaN,NaN,NaN,NaN,NaN,NaN,5.8,0,53.5,0,2,0,1.6,0,10.7,0,-18.3,0,2,0,-24.6,0,-22.5,0,40.4,0,-3.3,0,-4,0,-2.4,0,-2.2,0,-8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.2,0,-5.7,0,-7,0,-35.7,0,-4.6,0,0.9,0,4.7,0,0.5,0,-1,0,4.2,0,-2.1,0,3.1,0
84,44.3,0,5.8,0,-12.9,0,7.3,0,-5.9,0,34.2,0,-11.3,0,-1.8,0,NaN,NaN,NaN,NaN,NaN,NaN,5.9,0,50.1,0,0.9,0,1.6,0,10.7,0,-17.2,0,2,0,-24.3,0,-22.2,0,40.6,0,-3.1,0,-4.1,0,-2.5,0,-2.3,0,-8.1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.6,0,-5.6,0,-8.5,0,-36,0,-4.8,0,1.3,0,4.6,0,0.5,0,-0.6,0,4.2,0,-2.1,0,3.4,0
85,40.4,0,4.1,0,-12.6,0,7.1,0,-4.8,0,34.3,0,-11.1,0,-3.8,0,NaN,NaN,NaN,NaN,NaN,NaN,5.8,0,46.4,0,-0.2,0,2.1,0,10.6,0,-16,0,1.9,0,-23.6,0,-21.5,0,40.7,0,-2.9,0,-4.2,0,-2.6,0,-2.4,0,-8.1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.8,0,-5.6,0,-10,0,-36.2,0,-4.9,0,1.8,0,4.5,0,0.5,0,-0.2,0,4.2,0,-2.1,0,3.7,0
86,36.4,0,2.7,0,-11.8,0,7,0,-3.6,0,34.2,0,-10.9,0,-5.8,0,NaN,NaN,NaN,NaN,NaN,NaN,5.9,0,42.6,0,-1,0,3,0,10.5,0,-14.9,0,1.9,0,-22.6,0,-20.6,0,40.8,0,-2.8,0,-4.3,0,-2.7,0,-2.4,0,-8.2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.8,0,-5.6,0,-11.5,0,-36.5,0,-5,0,2.4,0,4.3,0,0.4,0,0.3,0,4.1,0,-2.1,0,4,0
87,32.3,0,1.6,0,-10.8,0,6.9,0,-2.6,0,33.9,0,-10.7,0,-7.5,0,NaN,NaN,NaN,NaN,NaN,NaN,6.3,0,38.6,0,-1.4,0,4,0,10.4,0,-13.9,0,1.9,0,-21.2,0,-19.3,0,40.9,0,-2.7,0,-4.4,0,-2.8,0,-2.5,0,-8.2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.5,0,-5.7,0,-12.6,0,-36.8,0,-5.1,0,2.9,0,4.2,0,0.4,0,0.8,0,4,0,-2.2,0,4.3,0
