Sample,acmLKFE.M,acmLKFE.S,acmLKAA.M,acmLKAA.S,acmLKIE.M,acmLKIE.S,acmLAFE.M,acmLAFE.S,acmLFAA.M,acmLFAA.S,acmLHPFE.M,acmLHPFE.S,acmLHPAA.M,acmLHPAA.S,acmLHPIE.M,acmLHPIE.S,acmLSPFE.M,acmLSPFE.S,acmLSPML.M,acmLSPML.S,acmLSPIE.M,acmLSPIE.S,acmLFIE.M,acmLFIE.S,acmRKFE.M,acmRKFE.S,acmRKAA.M,acmRKAA.S,acmRKIE.M,acmRKIE.S,acmRAFE.M,acmRAFE.S,acmRFAA.M,acmRFAA.S,acmRFIE.M,acmRFIE.S,acmRAIE.M,acmRAIE.S,acmLAIE.M,acmLAIE.S,acmRSHTILT.M,acmRSHTILT.S,acmRSHTILTOFF.M,acmRSHTILTOFF.S,acmRSHOBLI.M,acmRSHOBLI.S,acmRSHOBLIOFF.M,acmRSHOBLIOFF.S,acmRSHROT.M,acmRSHROT.S,acmRSHROTOFF.M,acmRSHROTOFF.S,acmLSHTILT.M,acmLSHTILT.S,acmLSHTILTOFF.M,acmLSHTILTOFF.S,acmLSHOBLI.M,acmLSHOBLI.S,acmLSHOBLIOFF.M,acmLSHOBLIOFF.S,acmLSHROT.M,acmLSHROT.S,acmLSHROTOFF.M,acmLSHROTOFF.S,acmRHPFE.M,acmRHPFE.S,acmRHPAA.M,acmRHPAA.S,acmRHPIE.M,acmRHPIE.S,acmRSPFE.M,acmRSPFE.S,acmRSPML.M,acmRSPML.S,acmRSPIE.M,acmRSPIE.S,acmRPTILT.M,acmRPTILT.S,acmRPOBLI.M,acmRPOBLI.S,acmRPROT.M,acmRPROT.S,acmLPTILT.M,acmLPTILT.S,acmLPOBLI.M,acmLPOBLI.S,acmLPROT.M,acmLPROT.S
10,25.2,0,4.3,0,-3.6,0,7.8,0,-13.6,0,27.6,0,-1.3,0,1,0,-36.2,0,-1.8,0,10.5,0,5.9,0,29.2,0,3.5,0,5.2,0,8.3,0,-18.8,0,4.8,0,-10.4,0,-7.3,0,39,0,-4.6,0,-6.5,0,-4.8,0,-1,0,-6.8,0,41,0,-2.7,0,1.2,0,-0.4,0,-3,0,2.8,0,29.6,0,1,0,-4.7,0,-34.7,0,-11,0,5.2,0,4.7,0,4.1,0,5,0,5.2,0,2.1,0,7.6,0
11,25.2,0,4.3,0,-4.6,0,8.3,0,-12.7,0,26.7,0,-0.9,0,1.1,0,-36.4,0,-2,0,10.5,0,5.5,0,29.1,0,3.7,0,4.2,0,8.8,0,-18.2,0,4.3,0,-10.3,0,-7.3,0,39.1,0,-4.5,0,-6.6,0,-5,0,-0.9,0,-6.6,0,41.1,0,-2.5,0,1.1,0,-0.5,0,-2.8,0,2.9,0,28.8,0,1.3,0,-4.2,0,-34.6,0,-11.3,0,5.2,0,4.9,0,4.3,0,5.2,0,5.2,0,2.2,0,7.8,0
12,24.9,0,4.3,0,-5.8,0,8.8,0,-11.7,0,25.8,0,-0.5,0,1.1,0,-36.6,0,-2.1,0,10.3,0,5.2,0,28.9,0,4,0,3,0,9.3,0,-17.5,0,3.8,0,-10.3,0,-7.2,0,39.3,0,-4.3,0,-6.8,0,-5.1,0,-0.6,0,-6.4,0,41.3,0,-2.3,0,1.1,0,-0.5,0,-2.7,0,3.1,0,27.9,0,1.7,0,-3.8,0,-34.7,0,-11.6,0,5.1,0,5,0,4.4,0,5.4,0,5.2,0,2.3,0,7.8,0
13,24.5,0,4.3,0,-6.9,0,9.2,0,-10.7,0,24.8,0,-0.2,0,1.3,0,-36.8,0,-2,0,10.1,0,5.1,0,28.5,0,4.2,0,1.9,0,9.8,0,-16.8,0,3.3,0,-10.3,0,-7.2,0,39.5,0,-4.1,0,-6.9,0,-5.3,0,-0.3,0,-6,0,41.6,0,-2.1,0,1.2,0,-0.4,0,-2.4,0,3.3,0,26.9,0,2,0,-3.3,0,-34.8,0,-11.8,0,4.8,0,5.1,0,4.4,0,5.5,0,5.3,0,2.3,0,7.9,0
14,23.9,0,4.4,0,-7.7,0,9.7,0,-10,0,23.7,0,-0.1,0,1.5,0,-36.9,0,-1.8,0,9.8,0,5,0,28.1,0,4.4,0,1.1,0,10.2,0,-16.4,0,2.9,0,-10.3,0,-7.2,0,39.7,0,-4,0,-7,0,-5.4,0,0.1,0,-5.7,0,41.7,0,-1.9,0,1.3,0,-0.4,0,-2.1,0,3.6,0,25.9,0,2.2,0,-2.8,0,-34.9,0,-11.8,0,4.5,0,5.1,0,4.4,0,5.6,0,5.3,0,2.2,0,7.8,0
15,23.3,0,4.4,0,-8.1,0,10.1,0,-9.7,0,22.6,0,0.1,0,1.7,0,-36.9,0,-1.5,0,9.4,0,5,0,27.6,0,4.6,0,0.6,0,10.7,0,-16.2,0,2.6,0,-10.3,0,-7.2,0,39.8,0,-3.8,0,-7,0,-5.4,0,0.5,0,-5.2,0,41.8,0,-1.8,0,1.4,0,-0.2,0,-1.8,0,4,0,24.9,0,2.3,0,-2.3,0,-34.9,0,-11.7,0,4,0,5.2,0,4.3,0,5.5,0,5.4,0,2.1,0,7.7,0
16,22.6,0,4.5,0,-8.3,0,10.5,0,-9.6,0,21.4,0,0.1,0,2.1,0,-36.7,0,-1.2,0,8.8,0,4.8,0,27.2,0,4.7,0,0.2,0,11.2,0,-16.1,0,2.3,0,-10.3,0,-7.2,0,39.9,0,-3.7,0,-7.1,0,-5.4,0,1,0,-4.8,0,41.8,0,-1.9,0,1.5,0,-0.1,0,-1.5,0,4.3,0,23.8,0,2.4,0,-1.7,0,-34.9,0,-11.5,0,3.4,0,5.3,0,4.1,0,5.4,0,5.4,0,1.9,0,7.4,0
17,21.8,0,4.5,0,-8.5,0,10.8,0,-9.5,0,20.2,0,0.1,0,2.6,0,-36.4,0,-0.7,0,8.1,0,4.6,0,26.6,0,4.7,0,0,0,11.7,0,-16,0,2.1,0,-10.2,0,-7.2,0,40,0,-3.7,0,-7.1,0,-5.4,0,1.4,0,-4.4,0,41.6,0,-2.1,0,1.7,0,0.1,0,-1.1,0,4.7,0,22.8,0,2.5,0,-1.2,0,-34.8,0,-11.2,0,2.7,0,5.3,0,3.9,0,5.1,0,5.4,0,1.6,0,7.1,0
18,20.8,0,4.6,0,-8.8,0,10.9,0,-9.2,0,19,0,0.1,0,3.1,0,-36,0,-0.2,0,7.4,0,4.2,0,26.1,0,4.7,0,-0.1,0,12.2,0,-15.9,0,2.1,0,-10.2,0,-7.2,0,40,0,-3.7,0,-7,0,-5.4,0,1.8,0,-4,0,41.3,0,-2.4,0,1.9,0,0.2,0,-0.7,0,5,0,21.7,0,2.5,0,-0.6,0,-34.7,0,-10.8,0,1.9,0,5.4,0,3.6,0,4.7,0,5.5,0,1.4,0,6.6,0
19,19.8,0,4.7,0,-9.3,0,10.9,0,-8.7,0,17.7,0,0,0,3.7,0,-35.6,0,0.3,0,6.5,0,3.8,0,25.5,0,4.6,0,-0.3,0,12.7,0,-15.8,0,2,0,-10.2,0,-7.3,0,39.9,0,-3.8,0,-6.9,0,-5.3,0,2.2,0,-3.6,0,40.9,0,-2.8,0,2.1,0,0.4,0,-0.4,0,5.4,0,20.6,0,2.5,0,0,0,-34.5,0,-10.4,0,1.2,0,5.4,0,3.3,0,4.3,0,5.4,0,1.1,0,6.1,0
20,18.7,0,4.8,0,-9.9,0,10.9,0,-8,0,16.3,0,-0.1,0,4.2,0,-35.2,0,0.9,0,5.7,0,3.5,0,24.8,0,4.6,0,-0.6,0,13.1,0,-15.5,0,1.9,0,-10.2,0,-7.4,0,39.8,0,-3.9,0,-6.8,0,-5.2,0,2.5,0,-3.3,0,40.5,0,-3.1,0,2.2,0,0.6,0,0,0,5.7,0,19.5,0,2.5,0,0.6,0,-34.4,0,-9.9,0,0.4,0,5.4,0,3,0,3.8,0,5.4,0,0.9,0,5.5,0
21,17.6,0,4.9,0,-10.6,0,11,0,-7.3,0,14.8,0,-0.2,0,4.7,0,-35,0,1.4,0,4.8,0,3.3,0,24,0,4.5,0,-1,0,13.4,0,-15.2,0,1.9,0,-10.3,0,-7.5,0,39.7,0,-4,0,-6.7,0,-5,0,2.8,0,-3,0,40.2,0,-3.5,0,2.4,0,0.8,0,0.3,0,6.1,0,18.3,0,2.5,0,1.2,0,-34.2,0,-9.4,0,-0.4,0,5.4,0,2.7,0,3.3,0,5.3,0,0.6,0,4.9,0
22,16.5,0,5,0,-11,0,11.1,0,-6.7,0,13.4,0,-0.4,0,5.1,0,-34.8,0,1.9,0,4,0,3.2,0,23.2,0,4.5,0,-1.4,0,13.7,0,-14.9,0,1.8,0,-10.3,0,-7.6,0,39.6,0,-4,0,-6.5,0,-4.9,0,3,0,-2.7,0,39.9,0,-3.7,0,2.6,0,1,0,0.6,0,6.3,0,17.1,0,2.4,0,1.8,0,-34.2,0,-8.9,0,-1.2,0,5.4,0,2.4,0,2.7,0,5.2,0,0.4,0,4.4,0
23,15.4,0,5.1,0,-11.3,0,11.3,0,-6.3,0,12,0,-0.5,0,5.3,0,-34.6,0,2.4,0,3.2,0,3.1,0,22.3,0,4.4,0,-1.8,0,14,0,-14.5,0,1.7,0,-10.4,0,-7.7,0,39.6,0,-4,0,-6.4,0,-4.7,0,3.3,0,-2.5,0,39.7,0,-3.9,0,2.8,0,1.2,0,0.8,0,6.6,0,15.8,0,2.4,0,2.3,0,-34.2,0,-8.4,0,-1.8,0,5.4,0,2.2,0,2.3,0,5.1,0,0.2,0,3.8,0
24,14.4,0,5.1,0,-11.4,0,11.5,0,-6,0,10.6,0,-0.7,0,5.5,0,-34.6,0,2.8,0,2.6,0,3.1,0,21.5,0,4.4,0,-2.1,0,14.2,0,-14.2,0,1.6,0,-10.5,0,-7.8,0,39.7,0,-4,0,-6.2,0,-4.6,0,3.5,0,-2.3,0,39.6,0,-4.1,0,3,0,1.4,0,1,0,6.8,0,14.6,0,2.4,0,2.7,0,-34.2,0,-8,0,-2.3,0,5.3,0,2,0,1.9,0,5,0,0,0,3.4,0
25,13.5,0,5.2,0,-11.5,0,11.7,0,-5.8,0,9.3,0,-0.9,0,5.6,0,-34.5,0,3.1,0,2.1,0,3,0,20.7,0,4.3,0,-2.3,0,14.5,0,-14,0,1.5,0,-10.6,0,-7.9,0,39.8,0,-3.9,0,-6,0,-4.4,0,3.7,0,-2.1,0,39.5,0,-4.1,0,3.2,0,1.5,0,1.2,0,7,0,13.3,0,2.3,0,2.9,0,-34.4,0,-7.7,0,-2.8,0,5.3,0,1.9,0,1.6,0,4.9,0,-0.1,0,3,0
26,12.7,0,5.3,0,-11.6,0,12,0,-5.5,0,8,0,-1,0,5.8,0,-34.6,0,3.5,0,1.6,0,3,0,19.8,0,4.3,0,-2.5,0,14.7,0,-13.7,0,1.3,0,-10.7,0,-7.9,0,40,0,-3.7,0,-5.9,0,-4.2,0,3.9,0,-1.9,0,39.5,0,-4.2,0,3.3,0,1.7,0,1.4,0,7.2,0,12.1,0,2.3,0,3.2,0,-34.6,0,-7.4,0,-3.3,0,5.3,0,1.8,0,1.3,0,4.9,0,-0.3,0,2.7,0
27,11.8,0,5.5,0,-11.7,0,12.3,0,-5.2,0,6.7,0,-1.2,0,5.9,0,-34.6,0,3.8,0,1.2,0,2.9,0,19,0,4.3,0,-2.8,0,14.9,0,-13.5,0,1.2,0,-10.8,0,-8,0,40.2,0,-3.5,0,-5.7,0,-4.1,0,4,0,-1.7,0,39.5,0,-4.1,0,3.5,0,1.9,0,1.6,0,7.3,0,10.8,0,2.3,0,3.4,0,-34.8,0,-7.1,0,-3.7,0,5.3,0,1.7,0,1,0,4.9,0,-0.3,0,2.4,0
28,11.1,0,5.6,0,-12,0,12.6,0,-5,0,5.5,0,-1.3,0,6.1,0,-34.8,0,4,0,0.7,0,2.9,0,18.2,0,4.4,0,-3.1,0,15,0,-13.2,0,1.1,0,-11,0,-8.1,0,40.4,0,-3.2,0,-5.6,0,-3.9,0,4.2,0,-1.6,0,39.6,0,-4,0,3.6,0,2,0,1.7,0,7.5,0,9.6,0,2.2,0,3.8,0,-35,0,-6.9,0,-4.3,0,5.3,0,1.7,0,0.6,0,4.8,0,-0.4,0,2.1,0
29,10.4,0,5.7,0,-12.3,0,12.9,0,-4.8,0,4.3,0,-1.4,0,6.4,0,-35,0,4.2,0,0.3,0,2.9,0,17.4,0,4.4,0,-3.3,0,15.2,0,-12.8,0,1,0,-11.1,0,-8.2,0,40.7,0,-3,0,-5.4,0,-3.8,0,4.3,0,-1.5,0,39.8,0,-3.8,0,3.8,0,2.1,0,1.8,0,7.6,0,8.4,0,2.2,0,4.1,0,-35.3,0,-6.6,0,-4.8,0,5.3,0,1.6,0,0.1,0,4.8,0,-0.5,0,1.8,0
30,9.7,0,5.8,0,-12.5,0,13.3,0,-4.6,0,3.1,0,-1.5,0,6.8,0,-35.2,0,4.4,0,-0.1,0,2.9,0,16.5,0,4.5,0,-3.5,0,15.4,0,-12.5,0,1,0,-11.4,0,-8.2,0,41,0,-2.7,0,-5.3,0,-3.7,0,4.3,0,-1.4,0,40,0,-3.6,0,3.9,0,2.3,0,2,0,7.7,0,7.2,0,2.1,0,4.4,0,-35.6,0,-6.4,0,-5.4,0,5.3,0,1.6,0,-0.5,0,4.7,0,-0.5,0,1.5,0
31,9.2,0,5.9,0,-12.7,0,13.7,0,-4.6,0,1.9,0,-1.6,0,7.1,0,-35.5,0,4.6,0,-0.5,0,3,0,15.8,0,4.6,0,-3.7,0,15.6,0,-12.3,0,1,0,-11.6,0,-8.3,0,41.2,0,-2.4,0,-5.2,0,-3.6,0,4.4,0,-1.4,0,40.2,0,-3.4,0,4,0,2.4,0,2.1,0,7.9,0,6,0,2,0,4.7,0,-35.8,0,-6.3,0,-6,0,5.3,0,1.6,0,-1,0,4.7,0,-0.5,0,1.2,0
32,8.8,0,6,0,-12.9,0,14.2,0,-4.4,0,0.9,0,-1.7,0,7.3,0,-35.8,0,4.7,0,-1,0,3.1,0,15,0,4.7,0,-3.9,0,15.8,0,-12,0,1.1,0,-11.9,0,-8.4,0,41.5,0,-2.2,0,-5.1,0,-3.5,0,4.4,0,-1.4,0,40.4,0,-3.2,0,4.1,0,2.5,0,2.2,0,8,0,4.8,0,1.8,0,4.9,0,-36,0,-6.1,0,-6.5,0,5.3,0,1.6,0,-1.6,0,4.6,0,-0.5,0,0.9,0
33,8.6,0,6.1,0,-13,0,14.7,0,-4.2,0,-0.2,0,-1.8,0,7.4,0,-36.1,0,4.8,0,-1.5,0,3.3,0,14.4,0,4.8,0,-4,0,16,0,-11.8,0,1.2,0,-12.2,0,-8.6,0,41.7,0,-2,0,-5,0,-3.4,0,4.4,0,-1.4,0,40.6,0,-3,0,4.2,0,2.5,0,2.3,0,8.1,0,3.7,0,1.7,0,5,0,-36.2,0,-6,0,-7,0,5.3,0,1.6,0,-2.1,0,4.6,0,-0.5,0,0.5,0
34,8.6,0,6.2,0,-13,0,15.2,0,-3.9,0,-1.1,0,-1.8,0,7.3,0,-36.3,0,4.9,0,-2,0,3.6,0,13.8,0,4.9,0,-4.1,0,16.3,0,-11.6,0,1.4,0,-12.5,0,-8.8,0,41.9,0,-1.8,0,-4.9,0,-3.3,0,4.3,0,-1.4,0,40.8,0,-2.9,0,4.3,0,2.6,0,2.4,0,8.2,0,2.6,0,1.6,0,5.1,0,-36.4,0,-5.9,0,-7.5,0,5.3,0,1.7,0,-2.5,0,4.4,0,-0.5,0,0,0
35,8.7,0,6.2,0,-13,0,15.8,0,-3.5,0,-2.1,0,-1.9,0,7.1,0,-36.6,0,5,0,-2.5,0,4,0,13.2,0,5,0,-4.3,0,16.6,0,-11.4,0,1.5,0,-12.9,0,-9.1,0,42.1,0,-1.6,0,-4.8,0,-3.2,0,4.3,0,-1.5,0,40.9,0,-2.8,0,4.4,0,2.7,0,2.4,0,8.2,0,1.5,0,1.5,0,5.2,0,-36.5,0,-5.8,0,-7.9,0,5.3,0,1.7,0,-3,0,4.3,0,-0.4,0,-0.4,0
36,8.9,0,6.2,0,-13,0,16.3,0,-3,0,-3,0,-2,0,6.8,0,-36.9,0,5.1,0,-3.1,0,4.4,0,12.8,0,5,0,-4.6,0,16.8,0,-11.1,0,1.7,0,-13.3,0,-9.3,0,42.2,0,-1.4,0,-4.7,0,-3.1,0,4.2,0,-1.6,0,41,0,-2.7,0,4.5,0,2.8,0,2.5,0,8.2,0,0.5,0,1.4,0,5.2,0,-36.6,0,-5.7,0,-8.2,0,5.4,0,1.7,0,-3.5,0,4.1,0,-0.4,0,-1,0
37,9.1,0,6.2,0,-12.9,0,16.7,0,-2.6,0,-3.9,0,-2.1,0,6.5,0,-37.1,0,5.2,0,-3.6,0,4.7,0,12.5,0,5.1,0,-4.8,0,17,0,-10.7,0,1.9,0,-13.7,0,-9.6,0,42.4,0,-1.3,0,-4.6,0,-2.9,0,4.1,0,-1.7,0,41.1,0,-2.6,0,4.6,0,3,0,2.5,0,8.2,0,-0.5,0,1.3,0,5.1,0,-36.7,0,-5.6,0,-8.6,0,5.4,0,1.8,0,-4,0,4,0,-0.4,0,-1.5,0
38,9.4,0,6.1,0,-12.9,0,17.1,0,-2.1,0,-4.8,0,-2.2,0,6.2,0,-37.4,0,5.3,0,-4.1,0,5.1,0,12.4,0,5.1,0,-5.1,0,17.2,0,-10.2,0,2,0,-14.1,0,-9.9,0,42.5,0,-1.2,0,-4.4,0,-2.8,0,3.9,0,-1.8,0,41.2,0,-2.5,0,4.7,0,3.1,0,2.4,0,8.2,0,-1.4,0,1.2,0,5,0,-36.9,0,-5.5,0,-9,0,5.4,0,1.9,0,-4.5,0,3.8,0,-0.3,0,-2,0
39,9.7,0,6,0,-12.7,0,17.4,0,-1.7,0,-5.7,0,-2.4,0,5.9,0,-37.6,0,5.4,0,-4.6,0,5.4,0,12.3,0,5.1,0,-5.2,0,17.3,0,-9.8,0,2.2,0,-14.5,0,-10.2,0,42.6,0,-1,0,-4.3,0,-2.6,0,3.8,0,-2,0,41.3,0,-2.4,0,4.8,0,3.2,0,2.4,0,8.1,0,-2.3,0,1.1,0,4.9,0,-37,0,-5.3,0,-9.4,0,5.4,0,1.9,0,-5,0,3.7,0,-0.3,0,-2.5,0
40,10.2,0,5.9,0,-12.6,0,17.6,0,-1.4,0,-6.5,0,-2.5,0,5.6,0,-37.9,0,5.6,0,-5,0,5.8,0,12.5,0,5.1,0,-5.4,0,17.5,0,-9.3,0,2.4,0,-14.9,0,-10.4,0,42.7,0,-0.9,0,-4.1,0,-2.5,0,3.6,0,-2.1,0,41.4,0,-2.3,0,5,0,3.4,0,2.3,0,8,0,-3.1,0,0.9,0,4.7,0,-37.1,0,-5.2,0,-9.8,0,5.4,0,2,0,-5.6,0,3.5,0,-0.3,0,-3,0
41,10.8,0,5.8,0,-12.4,0,17.8,0,-1,0,-7.3,0,-2.7,0,5.2,0,-38.1,0,5.7,0,-5.3,0,6.1,0,12.8,0,5,0,-5.4,0,17.5,0,-8.8,0,2.6,0,-15.2,0,-10.5,0,42.8,0,-0.8,0,-3.9,0,-2.3,0,3.5,0,-2.3,0,41.5,0,-2.2,0,5.1,0,3.5,0,2.2,0,7.9,0,-3.9,0,0.7,0,4.4,0,-37.2,0,-5,0,-10.2,0,5.3,0,2.1,0,-6.2,0,3.4,0,-0.3,0,-3.5,0
42,11.4,0,5.7,0,-12.2,0,17.9,0,-0.7,0,-8,0,-2.8,0,4.9,0,-38.3,0,5.9,0,-5.6,0,6.4,0,13.2,0,4.9,0,-5.3,0,17.5,0,-8.4,0,2.8,0,-15.5,0,-10.6,0,42.9,0,-0.7,0,-3.7,0,-2.1,0,3.3,0,-2.4,0,41.6,0,-2.1,0,5.3,0,3.7,0,2.1,0,7.8,0,-4.6,0,0.5,0,4.2,0,-37.4,0,-4.8,0,-10.5,0,5.2,0,2.1,0,-6.7,0,3.3,0,-0.3,0,-3.8,0
43,12.1,0,5.5,0,-12,0,17.8,0,-0.4,0,-8.7,0,-3,0,4.6,0,-38.5,0,6.1,0,-5.7,0,6.7,0,13.8,0,4.9,0,-5.2,0,17.4,0,-8,0,3,0,-15.7,0,-10.7,0,43,0,-0.7,0,-3.5,0,-1.9,0,3.2,0,-2.6,0,41.6,0,-2,0,5.4,0,3.8,0,2,0,7.7,0,-5.3,0,0.1,0,4,0,-37.5,0,-4.6,0,-10.9,0,5.1,0,2,0,-7.2,0,3.2,0,-0.4,0,-4.1,0
